数据日期,用户编号,地址码,地区码,测量点名称,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,计量方式,综合倍率,供电单位
2016/5/25,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.041,-0.04,-0.039,0.04,0.042,0.05,0.038,0.05,0.04,0.04,0.047,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.05,800,高供高计,1000,东新营业班
2016/5/25,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/5/25,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.032,0.032,0.031,0.031,0.03,0.035,0.04,0.032,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.05,800,高供高计,1000,东新营业班
2016/5/26,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.04,0.14,0.04,0.05,0.05,0.04,0.05,0.05,0.07,0.05,0.06,0.05,0.06,0.05,0.05,0.04,800,高供高计,1000,东新营业班
2016/5/26,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/5/26,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/5/27,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.04,0.05,800,高供高计,1000,东新营业班
2016/5/27,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/5/27,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,800,高供高计,1000,东新营业班
2016/5/28,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,800,高供高计,1000,东新营业班
2016/5/28,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/1,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.03,0.029,0.042,0.03,0.027,0.031,0.032,0.06,0.061,0.02,0.06,0.06,0.065,0.06,0.07,0.029,0.05,0.04,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/5/29,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,800,高供高计,1000,东新营业班
2016/5/29,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/5/29,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/5/30,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.14,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,800,高供高计,1000,东新营业班
2016/5/30,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/5/30,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.13,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.03,800,高供高计,1000,东新营业班
2016/5/31,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,800,高供高计,1000,东新营业班
2016/5/31,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/5/31,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,800,高供高计,1000,东新营业班
2016/6/1,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.037,0.049,-0.038,-0.035,0.037,0.036,0.06,0.064,-0.03,0.064,0.06,0.069,0.06,0.07,0.036,0.05,0.04,0.05,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/1,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/3,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/2,903474879,04435(1153),4221,主供主表,A相,-0.04,0.05,-0.03,-0.03,-0.03,-0.03,-0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/2,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/2,903474879,04435(1153),4221,主供主表,C相,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/3,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,800,高供高计,1000,东新营业班
2016/6/3,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/5,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/4,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,800,高供高计,1000,东新营业班
2016/6/4,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/4,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.05,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.03,800,高供高计,1000,东新营业班
2016/6/5,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/5,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/7,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/6,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/6,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/6,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/7,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/7,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/15,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.028,0.027,0.027,0.026,0.04,0.042,0.04,0.044,0.05,0.045,0.046,0.046,0.05,0.05,0.091,0.05,0.04,0.06,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/8,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.037,-0.037,-0.037,-0.036,0.038,0.045,0.04,0.044,0.04,0.044,0.04,0.047,0.05,0.05,0.048,0.05,0.05,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/8,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/8,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0.032,0.04,0.04,0.04,0.04,0.04,0.036,0.045,0.05,0.05,0.047,0.05,0.05,0.05,0.05,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/9,903474879,04435(1153),4221,主供主表,A相,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.03,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,800,高供高计,1000,东新营业班
2016/6/9,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/9,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,800,高供高计,1000,东新营业班
2016/6/10,903474879,04435(1153),4221,主供主表,A相,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.07,0.03,0.03,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/10,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/10,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/11,903474879,04435(1153),4221,主供主表,A相,-0.03,0.03,-0.03,-0.03,-0.03,-0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/11,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/11,903474879,04435(1153),4221,主供主表,C相,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/12,903474879,04435(1153),4221,主供主表,A相,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.05,0.04,0.03,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.07,0.05,0.05,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/12,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/12,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/13,903474879,04435(1153),4221,主供主表,A相,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.03,0.08,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.07,0.05,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/13,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/13,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.06,0.05,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/14,903474879,04435(1153),4221,主供主表,A相,0.03,0.03,-0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.05,0.05,0.04,0.08,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/14,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/14,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.04,0.08,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,800,高供高计,1000,东新营业班
2016/6/15,903474879,04435(1153),4221,主供主表,A相,0.04,0.04,0.04,0.036,0.035,0.034,0.034,0.05,0.045,0.04,0.047,0.05,0.046,0.048,0.049,0.05,0.05,0.095,0.05,0.05,0.07,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/15,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/19,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.05,0.07,0.07,0.05,0.05,0.05,0.05,0.08,0.09,0.08,0.08,0.06,0.05,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/16,903474879,04435(1153),4221,主供主表,A相,0.03,0.03,0.03,0.03,0.032,0.03,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.04,800,高供高计,1000,东新营业班
2016/6/16,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/16,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.026,0.03,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/17,903474879,04435(1153),4221,主供主表,A相,0.03,-0.03,-0.03,-0.04,0.03,0.03,0.04,0.04,0.04,0.12,0.05,0.05,0.07,0.04,0.05,0.06,0.07,0.06,0.11,0.08,0.07,0.052,0.05,0.06,800,高供高计,1000,东新营业班
2016/6/17,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/17,903474879,04435(1153),4221,主供主表,C相,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.13,0.06,0.06,0.08,0.05,0.05,0.06,0.06,0.06,0.11,0.1,0.06,0.048,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/18,903474879,04435(1153),4221,主供主表,A相,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.06,0.07,0.07,0.09,0.08,0.07,0.05,0.05,0.13,0.06,0.05,0.08,0.09,0.08,0.07,0.05,0.05,0.06,800,高供高计,1000,东新营业班
2016/6/18,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/18,903474879,04435(1153),4221,主供主表,C相,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.05,0.06,0.08,0.06,0.06,0.05,0.05,0.12,0.06,0.05,0.06,0.08,0.07,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/19,903474879,04435(1153),4221,主供主表,A相,0.04,0.04,0.04,0.04,-0.04,0.04,0.11,0.06,0.08,0.09,0.05,0.05,0.05,0.05,0.07,0.09,0.08,0.08,0.08,0.06,0.05,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/19,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/21,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.15,0.05,0.152,0.06,0.07,0.16,0.06,0.06,0.07,0.17,0.07,0.07,0.16,0.11,0.07,0.07,0.07,0.07,800,高供高计,1000,东新营业班
2016/6/20,903474879,04435(1153),4221,主供主表,A相,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.05,0.05,0.12,0.13,0.05,0.16,0.15,0.13,0.09,0.05,0.056,0.05,800,高供高计,1000,东新营业班
2016/6/20,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/20,903474879,04435(1153),4221,主供主表,C相,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.11,0.11,0.05,0.15,0.15,0.1,0.07,0.05,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/21,903474879,04435(1153),4221,主供主表,A相,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.06,0.167,0.07,0.08,0.17,0.06,0.06,0.06,0.17,0.06,0.08,0.15,0.11,0.08,0.07,0.08,0.07,800,高供高计,1000,东新营业班
2016/6/21,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/23,903474879,04435(1153),4221,主供主表,C相,0.06,0.05,0.06,0.06,0.06,0.05,0.07,0.07,0.22,0.34,0.18,0.19,0.08,0.07,0.07,0.19,0.15,0.19,0.17,0.08,,,0.02,0.02,800,高供高计,1000,东新营业班
2016/6/22,903474879,04435(1153),4221,主供主表,A相,0.09,0.06,0.057,0.06,0.057,0.057,0.057,0.078,0.098,0.07,0.173,0.06,0.084,0.07,0.145,0.2,0.19,0.248,0.08,0.09,0.27,0.1,0.07,0.07,800,高供高计,1000,东新营业班
2016/6/22,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/22,903474879,04435(1153),4221,主供主表,C相,0.07,0.05,0.052,0.05,0.053,0.053,0.053,0.066,0.087,0.08,0.172,0.07,0.088,0.07,0.142,0.19,0.18,0.261,0.08,0.08,0.26,0.09,0.07,0.07,800,高供高计,1000,东新营业班
2016/6/23,903474879,04435(1153),4221,主供主表,A相,0.07,0.06,0.06,0.06,0.06,0.06,0.09,0.08,0.22,0.33,0.18,0.2,0.07,0.07,0.07,0.18,0.15,0.19,0.17,0.07,,,-0.03,-0.03,800,高供高计,1000,东新营业班
2016/6/23,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,800,高供高计,1000,东新营业班
2016/6/25,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.15,0.47,0.05,0.28,0.35,0.13,0.09,0.13,0.3,0.21,0.06,0.1,0.08,0.1,0.07,0.06,0.05,800,高供高计,1000,东新营业班
2016/6/24,903474879,04435(1153),4221,主供主表,A相,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.04,0.2,0.25,0.15,0.17,0.08,0.07,0.06,0.17,0.38,0.32,0.32,0.47,0.07,0.11,0.06,0.06,0.07,800,高供高计,1000,东新营业班
2016/6/24,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/24,903474879,04435(1153),4221,主供主表,C相,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.18,0.23,0.14,0.15,0.07,0.06,0.05,0.16,0.37,0.31,0.31,0.42,0.08,0.09,0.05,0.05,0.06,800,高供高计,1000,东新营业班
2016/6/25,903474879,04435(1153),4221,主供主表,A相,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.16,0.48,0.06,0.3,0.36,0.15,0.09,0.14,0.31,0.22,0.06,0.11,0.08,0.08,0.09,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/25,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/27,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.07,0.25,0.08,0.05,0.09,0.13,0.07,0.06,0.09,0.07,0.28,0.07,0.07,0.06,0.07,0.04,0.05,800,高供高计,1000,东新营业班
2016/6/26,903474879,04435(1153),4221,主供主表,A相,0.09,0.05,0.04,0.05,0.06,0.06,0.06,0.17,0.18,0.18,0.17,0.17,0.07,0.11,0.08,0.08,0.07,0.08,0.15,0.09,0.11,0.1,0.07,0.07,800,高供高计,1000,东新营业班
2016/6/26,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/26,903474879,04435(1153),4221,主供主表,C相,0.07,0.04,0.03,0.04,0.04,0.04,0.06,0.16,0.19,0.21,0.17,0.16,0.11,0.1,0.09,0.07,0.07,0.09,0.17,0.12,0.1,0.08,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/27,903474879,04435(1153),4221,主供主表,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.27,0.09,0.07,0.11,0.14,0.07,0.08,0.08,0.06,0.3,0.1,0.08,0.1,0.06,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/27,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/29,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.04,0.039,0.038,0.038,0.132,0.199,0.05,0.28,0.052,0.27,0.15,0.07,0.052,0.06,0.12,0.162,0.31,0.07,0.08,0.08,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/28,903474879,04435(1153),4221,主供主表,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.22,0.3,0.07,0.09,0.07,0.07,0.3,0.31,0.1,0.22,0.12,0.09,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/28,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/6/28,903474879,04435(1153),4221,主供主表,C相,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.08,0.21,0.3,0.07,0.08,0.06,0.05,0.29,0.3,0.07,0.2,0.08,0.06,0.05,0.05,800,高供高计,1000,东新营业班
2016/6/29,903474879,04435(1153),4221,主供主表,A相,0.05,0.05,0.05,0.053,0.052,0.053,0.148,0.219,0.06,0.3,0.072,0.28,0.17,0.07,0.063,0.07,0.15,0.168,0.29,0.08,0.1,0.09,0.07,0.06,800,高供高计,1000,东新营业班
2016/6/29,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
2016/7/1,903474879,04435(1153),4221,主供主表,C相,0.05,0.05,0.05,0.05,0.04,0.04,0.1,0.06,0.07,0.07,0.05,0.31,0.14,0.11,0.08,0.1,0.08,0.3,0.24,0.1,0.08,0.07,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/30,903474879,04435(1153),4221,主供主表,A相,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.31,0.08,0.22,0.23,0.24,0.09,0.09,0.15,0.31,0.28,0.09,0.3,0.08,0.07,0.09,0.06,0.06,800,高供高计,1000,东新营业班
2016/6/30,903474879,04435(1153),4221,主供主表,B相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,高供高计,1000,东新营业班
