数据日期,用户名称,综合倍率,表位数,总,尖,峰,平,谷
2016/8/23,楚天激光集团股份有限公司,1000,6.2,440,0,120,200,120
2016/8/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/23,楚天激光集团股份有限公司,60,5.2,142.8,0,40.8,60,42
2016/8/24,楚天激光集团股份有限公司,1000,6.2,500,0,140,230,120
2016/8/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/24,楚天激光集团股份有限公司,60,5.2,206.4,0,60.6,91.2,54.6
2016/8/25,楚天激光集团股份有限公司,1000,6.2,530,0,150,250,140
2016/8/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/25,楚天激光集团股份有限公司,60,5.2,231,0,63,105,63
2016/8/26,楚天激光集团股份有限公司,1000,6.2,420,0,110,210,100
2016/8/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/26,楚天激光集团股份有限公司,60,5.2,171.6,0,41.4,79.2,51
2016/8/27,楚天激光集团股份有限公司,1000,6.2,330,0,90,160,80
2016/8/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/27,楚天激光集团股份有限公司,60,5.2,139.8,0,36.6,66.6,36.6
2016/8/28,楚天激光集团股份有限公司,1000,6.2,390,0,110,200,70
2016/8/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/28,楚天激光集团股份有限公司,60,5.2,113.4,0,31.2,60.6,21.6
2016/8/29,楚天激光集团股份有限公司,1000,6.2,320,0,90,160,70
2016/8/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/29,楚天激光集团股份有限公司,60,5.2,100.8,0,29.4,48,23.4
2016/8/30,楚天激光集团股份有限公司,1000,6.2,280,0,100,130,50
2016/8/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/30,楚天激光集团股份有限公司,60,5.2,94.2,0,30.6,49.2,14.4
2016/8/31,楚天激光集团股份有限公司,1000,6.2,260,0,80,130,40
2016/8/31,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/8/31,楚天激光集团股份有限公司,60,5.2,111,0,32.4,60,18.6
2016/9/1,楚天激光集团股份有限公司,1000,6.2,310,0,110,160,50
2016/9/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/1,楚天激光集团股份有限公司,60,5.2,102,0,31.2,53.4,17.4
2016/9/2,楚天激光集团股份有限公司,1000,6.2,320,0,100,180,50
2016/9/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/2,楚天激光集团股份有限公司,60,5.2,98.4,0,30,52.8,15.6
2016/9/3,楚天激光集团股份有限公司,1000,6.2,370,0,120,180,70
2016/9/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/3,楚天激光集团股份有限公司,60,5.2,96,0,31.2,49.2,15.6
2016/9/4,楚天激光集团股份有限公司,1000,6.2,330,0,110,150,60
2016/9/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/4,楚天激光集团股份有限公司,60,5.2,80.4,0,27,43.2,10.2
2016/9/5,楚天激光集团股份有限公司,1000,6.2,300,0,100,150,50
2016/9/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/5,楚天激光集团股份有限公司,60,5.2,88.2,0,27,49.2,12
2016/9/6,楚天激光集团股份有限公司,1000,6.2,290,0,80,140,70
2016/9/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/6,楚天激光集团股份有限公司,60,5.2,84,0,26.4,45.6,12
2016/9/7,楚天激光集团股份有限公司,1000,6.2,300,0,100,140,50
2016/9/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/7,楚天激光集团股份有限公司,60,5.2,81,0,25.8,43.8,11.4
2016/9/8,楚天激光集团股份有限公司,1000,6.2,380,0,120,220,50
2016/9/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/8,楚天激光集团股份有限公司,60,5.2,78.6,0,25.2,43.2,10.2
2016/9/9,楚天激光集团股份有限公司,1000,6.2,380,0,110,200,70
2016/9/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/9,楚天激光集团股份有限公司,60,5.2,47.4,0,14.4,24.6,8.4
2016/9/10,楚天激光集团股份有限公司,1000,6.2,370,0,120,190,50
2016/9/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/10,楚天激光集团股份有限公司,60,5.2,47.4,0,18,24,5.4
2016/9/11,楚天激光集团股份有限公司,1000,6.2,380,0,120,200,60
2016/9/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/11,楚天激光集团股份有限公司,60,5.2,70.8,0,23.4,37.8,9.6
2016/9/12,楚天激光集团股份有限公司,1000,6.2,340,0,120,170,60
2016/9/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/12,楚天激光集团股份有限公司,60,5.2,67.2,0,21.6,34.2,11.4
2016/9/13,楚天激光集团股份有限公司,1000,6.2,340,0,90,160,80
2016/9/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/13,楚天激光集团股份有限公司,60,5.2,84.6,0,25.8,47.4,11.4
2016/9/14,楚天激光集团股份有限公司,1000,6.2,280,0,90,150,50
2016/9/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/14,楚天激光集团股份有限公司,60,5.2,76.8,0,23.4,42,11.4
2016/9/15,楚天激光集团股份有限公司,1000,6.2,310,0,80,170,60
2016/9/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/15,楚天激光集团股份有限公司,60,5.2,64.2,0,18.6,36,9.6
2016/9/16,楚天激光集团股份有限公司,1000,6.2,320,0,110,150,60
2016/9/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/16,楚天激光集团股份有限公司,60,5.2,73.2,0,22.8,40.2,10.2
2016/9/17,楚天激光集团股份有限公司,1000,6.2,310,0,100,170,50
2016/9/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/17,楚天激光集团股份有限公司,60,5.2,78,0,24,43.2,10.8
2016/9/18,楚天激光集团股份有限公司,1000,6.2,280,0,90,130,50
2016/9/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/18,楚天激光集团股份有限公司,60,5.2,79.8,0,24.6,43.8,11.4
2016/9/19,楚天激光集团股份有限公司,1000,6.2,320,0,100,170,50
2016/9/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/19,楚天激光集团股份有限公司,60,5.2,75,0,21.6,42,11.4
2016/9/20,楚天激光集团股份有限公司,1000,6.2,300,0,110,160,40
2016/9/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/20,楚天激光集团股份有限公司,60,5.2,81,0,23.4,45.6,12
2016/9/21,楚天激光集团股份有限公司,1000,6.2,310,0,90,160,50
2016/9/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/21,楚天激光集团股份有限公司,60,5.2,82.8,0,25.2,45.6,12
2016/9/22,楚天激光集团股份有限公司,1000,6.2,280,0,100,150,40
2016/9/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/22,楚天激光集团股份有限公司,60,5.2,83.4,0,25.8,45.6,12
2016/9/23,楚天激光集团股份有限公司,1000,6.2,270,0,80,140,40
2016/9/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/23,楚天激光集团股份有限公司,60,5.2,67.8,0,23.4,35.4,9
2016/9/24,楚天激光集团股份有限公司,1000,6.2,260,0,100,140,30
2016/9/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/24,楚天激光集团股份有限公司,60,5.2,74.4,0,24,41.4,9
2016/9/25,楚天激光集团股份有限公司,1000,6.2,270,0,90,130,50
2016/9/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/25,楚天激光集团股份有限公司,60,5.2,80.4,0,24.6,43.8,12
2016/9/26,楚天激光集团股份有限公司,1000,6.2,270,0,80,140,40
2016/9/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/26,楚天激光集团股份有限公司,60,5.2,76.8,0,24.6,40.8,11.4
2016/9/27,楚天激光集团股份有限公司,1000,6.2,290,0,100,150,40
2016/9/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/27,楚天激光集团股份有限公司,60,5.2,82.2,0,25.2,45.6,11.4
2016/9/28,楚天激光集团股份有限公司,1000,6.2,300,0,110,140,50
2016/9/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/28,楚天激光集团股份有限公司,60,5.2,81,0,24,45,12
2016/9/29,楚天激光集团股份有限公司,1000,6.2,370,0,110,200,60
2016/9/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/29,楚天激光集团股份有限公司,60,5.2,76.8,0,24,41.4,11.4
2016/9/30,楚天激光集团股份有限公司,1000,6.2,370,0,100,190,70
2016/9/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/9/30,楚天激光集团股份有限公司,60,5.2,70.2,0,21.6,39,9.6
2016/10/1,楚天激光集团股份有限公司,1000,6.2,230,0,80,110,50
2016/10/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/1,楚天激光集团股份有限公司,60,5.2,60,0,18.6,33,8.4
2016/10/2,楚天激光集团股份有限公司,1000,6.2,300,0,70,180,50
2016/10/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/2,楚天激光集团股份有限公司,60,5.2,63.6,0,19.2,36.6,7.8
2016/10/3,楚天激光集团股份有限公司,1000,6.2,340,0,80,190,70
2016/10/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/3,楚天激光集团股份有限公司,60,5.2,72.6,0,24,40.2,8.4
2016/10/4,楚天激光集团股份有限公司,1000,6.2,380,0,120,210,60
2016/10/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/4,楚天激光集团股份有限公司,60,5.2,75.6,0,23.4,42.6,9.6
2016/10/5,楚天激光集团股份有限公司,1000,6.2,420,0,100,240,70
2016/10/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/5,楚天激光集团股份有限公司,60,5.2,72.6,0,23.4,40.2,9
2016/10/6,楚天激光集团股份有限公司,1000,6.2,320,0,100,180,40
2016/10/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/6,楚天激光集团股份有限公司,60,5.2,70.8,0,22.8,39.6,8.4
2016/10/7,楚天激光集团股份有限公司,1000,6.2,350,0,120,180,50
2016/10/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/7,楚天激光集团股份有限公司,60,5.2,72,0,21.6,41.4,9
2016/10/8,楚天激光集团股份有限公司,1000,6.2,390,0,150,180,70
2016/10/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/8,楚天激光集团股份有限公司,60,5.2,76.8,0,24,42,10.8
2016/10/9,楚天激光集团股份有限公司,1000,6.2,410,0,130,190,80
2016/10/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/9,楚天激光集团股份有限公司,60,5.2,81,0,27,42.6,11.4
2016/10/10,楚天激光集团股份有限公司,1000,6.2,400,0,150,180,80
2016/10/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/10,楚天激光集团股份有限公司,60,5.2,82.8,0,25.8,44.4,12.6
2016/10/11,楚天激光集团股份有限公司,1000,6.2,440,0,140,210,80
2016/10/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/11,楚天激光集团股份有限公司,60,5.2,81.6,0,24.6,45,12
2016/10/12,楚天激光集团股份有限公司,1000,6.2,440,0,130,220,90
2016/10/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/12,楚天激光集团股份有限公司,60,5.2,72,0,21,42,9
2016/10/13,楚天激光集团股份有限公司,1000,6.2,410,0,120,210,70
2016/10/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/13,楚天激光集团股份有限公司,60,5.2,67.8,0,20.4,39,8.4
2016/10/14,楚天激光集团股份有限公司,1000,6.2,420,0,140,210,90
2016/10/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/14,楚天激光集团股份有限公司,60,5.2,54.6,0,21,27,6.6
2016/10/15,楚天激光集团股份有限公司,1000,6.2,490,0,180,230,70
2016/10/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/15,楚天激光集团股份有限公司,60,5.2,54.6,0,16.2,28.8,9.6
2016/10/16,楚天激光集团股份有限公司,1000,6.2,390,0,120,200,70
2016/10/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/16,楚天激光集团股份有限公司,60,5.2,43.2,0,15,23.4,4.8
2016/10/17,楚天激光集团股份有限公司,1000,6.2,420,0,140,210,70
2016/10/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/17,楚天激光集团股份有限公司,60,5.2,52.2,0,17.4,29.4,5.4
2016/10/18,楚天激光集团股份有限公司,1000,6.2,390,0,140,210,50
2016/10/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/18,楚天激光集团股份有限公司,60,5.2,55.2,0,17.4,33,4.8
2016/10/19,楚天激光集团股份有限公司,1000,6.2,440,0,140,230,60
2016/10/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/19,楚天激光集团股份有限公司,60,5.2,64.8,0,18.6,40.8,5.4
2016/10/20,楚天激光集团股份有限公司,1000,6.2,380,0,120,180,80
2016/10/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/20,楚天激光集团股份有限公司,60,5.2,66.6,0,19.8,42.6,4.2
2016/10/21,楚天激光集团股份有限公司,1000,6.2,420,0,140,200,80
2016/10/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/21,楚天激光集团股份有限公司,60,5.2,72.6,0,21.6,46.8,4.2
2016/10/22,楚天激光集团股份有限公司,1000,6.2,400,0,130,210,70
2016/10/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/22,楚天激光集团股份有限公司,60,5.2,51,0,18,28.8,4.2
2016/10/23,楚天激光集团股份有限公司,1000,6.2,440,0,140,220,80
2016/10/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/23,楚天激光集团股份有限公司,60,5.2,51,0,15,28.2,7.8
2016/10/24,楚天激光集团股份有限公司,1000,6.2,460,0,140,240,70
2016/10/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/24,楚天激光集团股份有限公司,60,5.2,49.8,0,17.4,29.4,3
2016/10/25,楚天激光集团股份有限公司,1000,6.2,390,0,120,210,60
2016/10/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/25,楚天激光集团股份有限公司,60,5.2,49.2,0,16.8,27.6,4.8
2016/10/26,楚天激光集团股份有限公司,1000,6.2,500,0,160,260,80
2016/10/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/26,楚天激光集团股份有限公司,60,5.2,50.4,0,16.8,27,6.6
2016/10/27,楚天激光集团股份有限公司,1000,6.2,480,0,140,250,90
2016/10/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/27,楚天激光集团股份有限公司,60,5.2,48,0,14.4,27,6.6
2016/10/28,楚天激光集团股份有限公司,1000,6.2,470,0,120,270,80
2016/10/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/28,楚天激光集团股份有限公司,60,5.2,45.6,0,15,27,3.6
2016/10/29,楚天激光集团股份有限公司,1000,6.2,600,0,160,350,90
2016/10/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/29,楚天激光集团股份有限公司,60,5.2,55.8,0,18.6,31.8,5.4
2016/10/30,楚天激光集团股份有限公司,1000,6.2,490,0,120,280,90
2016/10/30,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/30,楚天激光集团股份有限公司,60,5.2,64.2,0,19.8,36.6,7.8
2016/10/31,楚天激光集团股份有限公司,1000,6.2,490,0,130,260,100
2016/10/31,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/10/31,楚天激光集团股份有限公司,60,5.2,64.8,0,18,37.8,9
2016/11/1,楚天激光集团股份有限公司,1000,6.2,480,0,140,250,90
2016/11/1,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/1,楚天激光集团股份有限公司,60,5.2,67.8,0,19.8,42.6,5.4
2016/11/2,楚天激光集团股份有限公司,1000,6.2,440,0,120,220,100
2016/11/2,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/2,楚天激光集团股份有限公司,60,5.2,59.4,0,16.2,36,7.2
2016/11/3,楚天激光集团股份有限公司,1000,6.2,400,0,120,260,10
2016/11/3,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/3,楚天激光集团股份有限公司,60,5.2,58.2,0,18,38.4,1.8
2016/11/4,楚天激光集团股份有限公司,1000,6.2,440,0,120,240,100
2016/11/4,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/4,楚天激光集团股份有限公司,60,5.2,66,0,22.2,39,4.8
2016/11/5,楚天激光集团股份有限公司,1000,6.2,440,0,130,220,80
2016/11/5,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/5,楚天激光集团股份有限公司,60,5.2,63.6,0,18,37.2,8.4
2016/11/6,楚天激光集团股份有限公司,1000,6.2,470,0,140,270,70
2016/11/6,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/6,楚天激光集团股份有限公司,60,5.2,72.6,0,23.4,40.2,9
2016/11/7,楚天激光集团股份有限公司,1000,6.2,430,0,110,240,70
2016/11/7,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/7,楚天激光集团股份有限公司,60,5.2,68.4,0,18,37.2,13.2
2016/11/8,楚天激光集团股份有限公司,1000,6.2,520,0,160,290,70
2016/11/8,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/8,楚天激光集团股份有限公司,60,5.2,48.6,0,16.2,30,2.4
2016/11/9,楚天激光集团股份有限公司,1000,6.2,320,0,100,150,80
2016/11/9,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/9,楚天激光集团股份有限公司,60,5.2,49.8,0,17.4,25.8,6.6
2016/11/10,楚天激光集团股份有限公司,1000,6.2,360,0,100,190,60
2016/11/10,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/10,楚天激光集团股份有限公司,60,5.2,54.6,0,18,31.2,5.4
2016/11/11,楚天激光集团股份有限公司,1000,6.2,360,0,110,180,80
2016/11/11,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/11,楚天激光集团股份有限公司,60,5.2,66,0,16.8,39,10.2
2016/11/12,楚天激光集团股份有限公司,1000,6.2,350,0,100,170,60
2016/11/12,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/12,楚天激光集团股份有限公司,60,5.2,76.2,0,23.4,47.4,5.4
2016/11/13,楚天激光集团股份有限公司,1000,6.2,370,0,100,210,70
2016/11/13,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/13,楚天激光集团股份有限公司,60,5.2,75.6,0,17.4,47.4,10.8
2016/11/14,楚天激光集团股份有限公司,1000,6.2,430,0,130,240,70
2016/11/14,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/14,楚天激光集团股份有限公司,60,5.2,72,0,21,46.2,4.8
2016/11/15,楚天激光集团股份有限公司,1000,6.2,370,0,100,210,50
2016/11/15,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/15,楚天激光集团股份有限公司,60,5.2,67.8,0,19.2,45,3.6
2016/11/16,楚天激光集团股份有限公司,1000,6.2,410,0,110,220,70
2016/11/16,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/16,楚天激光集团股份有限公司,60,5.2,72,0,22.8,44.4,4.8
2016/11/17,楚天激光集团股份有限公司,1000,6.2,390,0,90,220,90
2016/11/17,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/17,楚天激光集团股份有限公司,60,5.2,99,0,28.8,61.2,9
2016/11/18,楚天激光集团股份有限公司,1000,6.2,410,0,120,220,70
2016/11/18,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/18,楚天激光集团股份有限公司,60,5.2,130.8,0,47.4,75,8.4
2016/11/19,楚天激光集团股份有限公司,1000,6.2,360,0,110,210,40
2016/11/19,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/19,楚天激光集团股份有限公司,60,5.2,123,0,37.2,77.4,8.4
2016/11/20,楚天激光集团股份有限公司,1000,6.2,380,0,120,210,60
2016/11/20,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/20,楚天激光集团股份有限公司,60,5.2,132,0,45.6,72,14.4
2016/11/21,楚天激光集团股份有限公司,1000,6.2,400,0,110,230,50
2016/11/21,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/21,楚天激光集团股份有限公司,60,5.2,104.4,0,30,68.4,6
2016/11/22,楚天激光集团股份有限公司,1000,6.2,360,0,110,200,50
2016/11/22,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/22,楚天激光集团股份有限公司,60,5.2,118.2,0,41.4,70.8,6
2016/11/23,楚天激光集团股份有限公司,1000,6.2,370,0,100,200,70
2016/11/23,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/23,楚天激光集团股份有限公司,60,5.2,118.8,0,39.6,73.2,6
2016/11/24,楚天激光集团股份有限公司,1000,6.2,360,0,90,200,60
2016/11/24,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/24,楚天激光集团股份有限公司,60,5.2,121.8,0,36.6,72,13.2
2016/11/25,楚天激光集团股份有限公司,1000,6.2,380,0,120,210,60
2016/11/25,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/25,楚天激光集团股份有限公司,60,5.2,102.6,0,33.6,58.8,10.2
2016/11/26,楚天激光集团股份有限公司,1000,6.2,340,0,110,180,60
2016/11/26,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/26,楚天激光集团股份有限公司,60,5.2,82.8,0,25.2,45,12.6
2016/11/27,楚天激光集团股份有限公司,1000,6.2,340,0,100,180,60
2016/11/27,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/27,楚天激光集团股份有限公司,60,5.2,90.6,0,30.6,47.4,12.6
2016/11/28,楚天激光集团股份有限公司,1000,6.2,340,0,100,180,60
2016/11/28,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/28,楚天激光集团股份有限公司,60,5.2,85.8,0,30.6,46.8,8.4
2016/11/29,楚天激光集团股份有限公司,1000,6.2,350,0,100,190,60
2016/11/29,楚天激光集团股份有限公司,100,5.2,0,0,0,0,0
2016/11/29,楚天激光集团股份有限公司,60,5.2,83.4,0,27.6,45.6,10.2
