数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2016-07-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5080.17,0,0,5080.17,0,1380.85
2016-07-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5095.54,0,0,5095.54,0,1381.7
2016-08-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5118.21,0,0,5118.21,0,1386.01
2016-08-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5140.76,0,0,5140.76,0,1390.91
2016-08-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5159.77,0,0,5159.77,0,1395.49
2016-08-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5176.45,0,0,5176.45,0,1400.33
2016-08-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5192.54,0,0,5192.54,0,1404.03
2016-08-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5204.46,0,0,5204.46,0,1406.77
2016-08-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5214.26,0,0,5214.26,0,1407.5
2016-08-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5229.24,0,0,5229.24,0,1409.77
2016-08-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5246.85,0,0,5246.85,0,1412.76
2016-08-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5266.93,0,0,5266.93,0,1416.3
2016-08-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5289.65,0,0,5289.65,0,1419.88
2016-08-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5312.48,0,0,5312.48,0,1424.68
2016-08-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5332.82,0,0,5332.82,0,1428.1
2016-08-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5347.82,0,0,5347.82,0,1428.84
2016-08-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5371.4,0,0,5371.4,0,1433.29
2016-08-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5396.64,0,0,5396.64,0,1438.65
2016-08-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5420.94,0,0,5420.94,0,1443.78
2016-08-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5446.08,0,0,5446.08,0,1448.86
2016-08-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5472.22,0,0,5472.22,0,1454.24
2016-08-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5490.95,0,0,5490.95,0,1458.59
2016-08-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5507.09,0,0,5507.09,0,1460.68
2016-08-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5529.87,0,0,5529.87,0,1466.26
2016-08-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5552.9,0,0,5552.9,0,1470.8
2016-08-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5577.48,0,0,5577.48,0,1477.15
2016-08-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5602.29,0,0,5602.29,0,1483.52
2016-08-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5617.26,0,0,5617.26,0,1488.73
2016-08-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5627.65,0,0,5627.65,0,1493.1
2016-08-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5633.68,0,0,5633.68,0,1493.98
2016-08-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5644.9,0,0,5644.9,0,1498.14
2016-08-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5657.4,0,0,5657.4,0,1503.7
2016-08-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5669.11,0,0,5669.11,0,1508.14
2016-09-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5683.35,0,0,5683.35,0,1513.53
2016-09-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5698.25,0,0,5698.25,0,1518.87
2016-09-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5711.67,0,0,5711.67,0,1523.6
2016-09-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5722.41,0,0,5722.41,0,1525.47
2016-09-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5735.61,0,0,5735.61,0,1529.5
2016-09-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5748.91,0,0,5748.91,0,1535.34
2016-09-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5761.93,0,0,5761.93,0,1541.02
2016-09-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5775.87,0,0,5775.87,0,1546.32
2016-09-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5789.73,0,0,5789.73,0,1551.55
2016-09-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5802.09,0,0,5802.09,0,1556.66
2016-09-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5813.28,0,0,5813.28,0,1561.02
2016-09-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5828.34,0,0,5828.34,0,1566.6
2016-09-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5841.95,0,0,5841.95,0,1571.02
2016-09-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5854.21,0,0,5854.21,0,1574.72
2016-09-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5859.66,0,0,5859.66,0,1575.46
2016-09-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5866.01,0,0,5866.01,0,1576.51
2016-09-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5873.48,0,0,5873.48,0,1577.86
2016-09-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5886.76,0,0,5886.76,0,1582.68
2016-09-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5898.62,0,0,5898.62,0,1587.61
2016-09-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5910.65,0,0,5910.65,0,1593.14
2016-09-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5921.93,0,0,5921.93,0,1598.69
2016-09-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5933.27,0,0,5933.27,0,1604.09
2016-09-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5945.75,0,0,5945.75,0,1609.77
2016-09-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5957.67,0,0,5957.67,0,1615.45
2016-09-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5964.67,0,0,5964.67,0,1617.91
2016-09-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5977.33,0,0,5977.33,0,1622.92
2016-09-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,5990.6,0,0,5990.6,0,1627.93
2016-09-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6002.54,0,0,6002.54,0,1633.12
2016-09-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6014.44,0,0,6014.44,0,1639.09
2016-09-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6023.28,0,0,6023.28,0,1642.46
2016-10-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6027.32,0,0,6027.32,0,1643.9
2016-10-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6030.97,0,0,6030.97,0,1645.15
2016-10-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6034.43,0,0,6034.43,0,1646.42
2016-10-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6037.62,0,0,6037.62,0,1647.55
2016-10-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6042.43,0,0,6042.43,0,1648.92
2016-10-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6049.74,0,0,6049.74,0,1652.26
2016-10-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6058.47,0,0,6058.47,0,1656.87
2016-10-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6068.96,0,0,6068.96,0,1661.93
2016-10-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6079.42,0,0,6079.42,0,1666.73
2016-10-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6089.86,0,0,6089.86,0,1671.34
2016-10-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6099.81,0,0,6099.81,0,1675.59
2016-10-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6110.28,0,0,6110.28,0,1680.02
2016-10-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6120.83,0,0,6120.83,0,1685.06
2016-10-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6130.82,0,0,6130.82,0,1689.06
2016-10-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6140.84,0,0,6140.84,0,1693.78
2016-10-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6147.57,0,0,6147.57,0,1696.3
2016-10-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6156.55,0,0,6156.55,0,1700.02
2016-10-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6166.13,0,0,6166.13,0,1704.08
2016-10-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6176.6,0,0,6176.6,0,1708.72
2016-10-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6187.71,0,0,6187.71,0,1713.29
2016-10-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6198.08,0,0,6198.08,0,1717.83
2016-10-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6207.4,0,0,6207.4,0,1722.82
2016-10-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6215.7,0,0,6215.7,0,1726.08
2016-10-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6226.04,0,0,6226.04,0,1730.8
2016-10-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6237.39,0,0,6237.39,0,1736.06
2016-10-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6249.98,0,0,6249.98,0,1742.37
2016-10-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6260.83,0,0,6260.83,0,1747.66
2016-10-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6273.09,0,0,6273.09,0,1753.66
2016-10-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6285.77,0,0,6285.77,0,1760.57
2016-10-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,6296.26,0,0,6296.26,0,1765.7
