数据日期,用户名称,运行容量,电能表号,综合倍率,表位数,在线情况,总(正向有功),尖(正向有功),峰(正向有功),平(正向有功),谷(正向有功),总(正向无功)
2016-07-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,493.52,0,146.52,260.7,86.3,217.8
2016-07-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,495.23,0,147,261.55,86.67,218.19
2016-07-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,496.81,0,147.44,262.44,86.92,218.69
2016-07-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,498.01,0,147.76,262.96,87.29,219.23
2016-07-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,499.77,0,148.27,263.91,87.59,219.81
2016-07-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,501.48,0,148.77,264.79,87.91,220.29
2016-07-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,503.33,0,149.32,265.74,88.25,221.14
2016-07-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,505.26,0,149.94,266.79,88.52,221.94
2016-07-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,507.22,0,150.49,267.81,88.91,222.84
2016-07-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,507.95,0,150.71,267.96,89.26,223.07
2016-07-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,509.87,0,151.33,268.92,89.61,223.62
2016-07-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,512.15,0,152.03,270.1,90.01,224.55
2016-07-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,514.73,0,152.82,271.42,90.48,225.35
2016-07-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,517.25,0,153.55,272.69,90.99,225.87
2016-07-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,519.88,0,154.28,274.03,91.55,226.41
2016-07-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,522.4,0,154.97,275.34,92.08,227
2016-07-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,524.7,0,155.55,276.54,92.59,227.48
2016-07-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,526.19,0,155.94,277.17,93.08,227.71
2016-08-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,528.51,0,156.61,278.41,93.48,228.15
2016-08-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,530.68,0,157.16,279.48,94.03,228.64
2016-08-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,532.71,0,157.77,280.53,94.41,229.31
2016-08-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,534.53,0,158.31,281.43,94.78,229.97
2016-08-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,536.43,0,158.88,282.45,95.09,230.48
2016-08-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,537.79,0,159.26,283.09,95.43,230.9
2016-08-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,538.68,0,159.52,283.43,95.72,231.13
2016-08-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,540.46,0,160.04,284.4,96,231.54
2016-08-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,542.41,0,160.65,285.44,96.32,232.1
2016-08-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,544.6,0,161.29,286.59,96.71,232.63
2016-08-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,547.11,0,162.04,287.92,97.15,233.28
2016-08-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,549.59,0,162.77,289.17,97.64,234.08
2016-08-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,551.78,0,163.32,290.29,98.15,234.89
2016-08-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,553.13,0,163.69,290.86,98.56,235.42
2016-08-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,555.26,0,164.28,292,98.97,235.88
2016-08-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,557.48,0,164.89,293.15,99.43,236.4
2016-08-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,559.83,0,165.58,294.34,99.9,236.98
2016-08-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,562.22,0,166.26,295.58,100.37,237.67
2016-08-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,564.7,0,166.96,296.84,100.89,237.99
2016-08-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,566.69,0,167.47,297.82,101.39,238.47
2016-08-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,568.04,0,167.83,298.4,101.8,238.83
2016-08-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,570.41,0,168.55,299.64,102.2,239.38
2016-08-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,572.71,0,169.25,300.77,102.67,240.15
2016-08-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,575.22,0,169.96,302.03,103.22,240.65
2016-08-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,577.71,0,170.66,303.29,103.75,241.42
2016-08-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,579.27,0,171.04,304.03,104.19,241.98
2016-08-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,580.54,0,171.38,304.67,104.48,242.76
2016-08-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,581.2,0,171.57,304.97,104.65,244.33
2016-08-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,582.66,0,172.05,305.74,104.86,245.27
2016-08-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,584.34,0,172.59,306.64,105.11,245.91
2016-08-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,585.87,0,173.11,307.41,105.34,246.41
2016-09-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,587.58,0,173.67,308.29,105.61,247.1
2016-09-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,589.29,0,174.18,309.22,105.89,247.69
2016-09-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,590.85,0,174.65,310.01,106.18,248.32
2016-09-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,591.81,0,174.89,310.39,106.52,248.51
2016-09-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,593.48,0,175.43,311.3,106.74,248.91
2016-09-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,595.09,0,175.95,312.08,107.04,249.54
2016-09-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,596.74,0,176.48,312.94,107.31,250.07
2016-09-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,598.45,0,177,313.85,107.6,250.81
2016-09-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,600.05,0,177.5,314.64,107.9,251.2
2016-09-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,601.5,0,177.89,315.43,108.17,251.83
2016-09-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,602.76,0,178.23,316.11,108.41,252.37
2016-09-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,604.39,0,178.74,316.97,108.67,253.08
2016-09-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,606.05,0,179.24,317.86,108.94,253.88
2016-09-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,607.43,0,179.59,318.62,109.21,254.73
2016-09-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,607.88,0,179.71,318.8,109.36,254.85
2016-09-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,608.47,0,179.91,319.04,109.52,255.04
2016-09-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,609.32,0,180.19,319.43,109.69,255.27
2016-09-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,610.74,0,180.64,320.15,109.94,255.62
2016-09-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,612.31,0,181.14,320.96,110.2,256.3
2016-09-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,613.78,0,181.57,321.74,110.46,257.61
2016-09-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,615.2,0,181.99,322.48,110.71,258.07
2016-09-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,616.59,0,182.46,323.22,110.91,258.91
2016-09-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,618.18,0,182.96,324.04,111.16,260.02
2016-09-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,619.8,0,183.4,324.91,111.48,260.82
2016-09-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,620.63,0,183.62,325.27,111.73,261.13
2016-09-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,622.29,0,184.15,326.16,111.98,261.74
2016-09-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,624.06,0,184.66,327.06,112.33,262.82
2016-09-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,625.6,0,185.08,327.82,112.68,263.24
2016-09-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,627.1,0,185.56,328.59,112.94,263.92
2016-09-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,628.1,0,185.81,329.07,113.21,264.35
2016-10-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,628.44,0,185.89,329.21,113.33,264.49
2016-10-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,628.75,0,185.97,329.33,113.44,264.59
2016-10-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,629.05,0,186.05,329.46,113.53,264.68
2016-10-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,629.38,0,186.13,329.61,113.62,264.76
2016-10-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,629.85,0,186.25,329.85,113.74,264.94
2016-10-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,630.71,0,186.53,330.3,113.86,265.3
2016-10-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,631.78,0,186.79,330.91,114.06,265.9
2016-10-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,633.11,0,187.19,331.65,114.25,266.72
2016-10-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,634.38,0,187.57,332.33,114.46,267.61
2016-10-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,635.74,0,188,333.07,114.67,268.35
2016-10-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,637.11,0,188.4,333.79,114.91,269.7
2016-10-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,638.52,0,188.84,334.53,115.15,270.74
2016-10-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,639.83,0,189.23,335.2,115.39,271.49
2016-10-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,641.11,0,189.62,335.88,115.6,272.54
2016-10-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,642.29,0,189.91,336.49,115.88,273.15
2016-10-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,642.83,0,190.06,336.7,116.06,273.57
2016-10-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,644.01,0,190.43,337.38,116.19,274.11
2016-10-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,645.32,0,190.83,338.04,116.44,275.13
2016-10-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,646.69,0,191.25,338.76,116.67,275.63
2016-10-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,648,0,191.61,339.45,116.94,276.29
2016-10-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,649.4,0,192.01,340.17,117.21,276.81
2016-10-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,650.53,0,192.32,340.77,117.43,278.06
2016-10-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,651.14,0,192.47,341.04,117.62,279.28
2016-10-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,652.3,0,192.86,341.67,117.76,279.71
2016-10-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,653.64,0,193.27,342.38,117.98,280.82
2016-10-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,655.09,0,193.72,343.2,118.16,281.53
2016-10-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,656.47,0,194.15,343.93,118.37,282.21
2016-10-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,657.84,0,194.59,344.66,118.59,282.95
2016-10-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,659.09,0,194.92,345.33,118.83,283.82
2016-10-30,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,659.84,0,195.15,345.65,119.03,284.26
2016-10-31,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,661.13,0,195.55,346.35,119.22,284.68
2016-11-01,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,662.64,0,196.04,347.06,119.52,285.32
2016-11-02,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,664.37,0,196.57,347.94,119.86,286.32
2016-11-03,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,665.93,0,197.02,348.71,120.19,287.16
2016-11-04,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,667.48,0,197.5,349.46,120.51,287.64
2016-11-05,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,668.52,0,197.82,349.89,120.81,288.31
2016-11-06,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,669.19,0,198,350.16,121.02,288.59
2016-11-07,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,670.56,0,198.43,350.9,121.22,289.08
2016-11-08,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,672.05,0,198.91,351.67,121.46,290.12
2016-11-09,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,673.6,0,199.38,352.47,121.74,290.72
2016-11-10,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,675.24,0,199.9,353.25,122.08,291.84
2016-11-11,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,676.91,0,200.39,354.06,122.45,292.68
2016-11-12,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,678.37,0,200.78,354.78,122.8,293.42
2016-11-13,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,679.16,0,201.02,355.11,123.02,294.24
2016-11-14,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,680.66,0,201.52,355.88,123.25,294.85
2016-11-15,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,682.32,0,202.03,356.69,123.59,295.52
2016-11-16,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,683.89,0,202.51,357.49,123.89,296.68
2016-11-17,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,685.37,0,202.94,358.24,124.17,297.92
2016-11-18,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,686.84,0,203.37,359,124.46,298.4
2016-11-19,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,688.11,0,203.7,359.64,124.75,298.96
2016-11-20,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,688.8,0,203.89,359.95,124.96,299.46
2016-11-21,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,690.23,0,204.34,360.73,125.15,299.95
2016-11-22,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,692.03,0,204.92,361.64,125.46,300.71
2016-11-23,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,694.42,0,205.68,362.82,125.92,302.08
2016-11-24,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,696.86,0,206.37,363.95,126.53,302.74
2016-11-25,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,699.26,0,207.1,365.05,127.1,304.05
2016-11-26,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,701.1,0,207.6,365.9,127.6,304.85
2016-11-27,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,702.23,0,207.9,366.33,127.99,306.78
2016-11-28,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,703.95,0,208.46,367.16,128.31,308.02
2016-11-29,武汉天琪激光设备制造有限公司,1000,0002845680,1200,6.2,在线,705.94,0,209.06,368.14,128.74,309.12
2015-03-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,,,,,,
2015-03-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,498.83,0,0,498.83,0,102.83
2015-03-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,506.39,0,0,506.39,0,104.7
2015-04-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,513.95,0,0,513.95,0,106.56
2015-04-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,522.41,0,0,522.41,0,108.56
2015-04-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,528.94,0,0,528.94,0,110.22
2015-04-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,535.98,0,0,535.98,0,112.72
2015-04-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,540.04,0,0,540.04,0,114.3
2015-04-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,546.07,0,0,546.07,0,116.19
2015-04-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,554.62,0,0,554.62,0,118.45
2015-04-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,565.82,0,0,565.82,0,121.76
2015-04-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,575.47,0,0,575.47,0,124.23
2015-04-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,583.9,0,0,583.9,0,126.41
2015-04-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,592.07,0,0,592.07,0,128.52
2015-04-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,598.64,0,0,598.64,0,130.42
2015-04-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,607.36,0,0,607.36,0,132.56
2015-04-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,615.68,0,0,615.68,0,134.65
2015-04-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,624.45,0,0,624.45,0,136.8
2015-04-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,632.69,0,0,632.69,0,138.79
2015-04-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,640.32,0,0,640.32,0,140.64
2015-04-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,646.85,0,0,646.85,0,142.67
2015-04-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,652.86,0,0,652.86,0,144.47
2015-04-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,661.35,0,0,661.35,0,146.61
2015-04-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,669.13,0,0,669.13,0,148.57
2015-04-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,676.97,0,0,676.97,0,150.55
2015-04-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,684.99,0,0,684.99,0,152.52
2015-04-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,692.3,0,0,692.3,0,154.35
2015-04-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,699.87,0,0,699.87,0,156.25
2015-04-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,705.53,0,0,705.53,0,157.87
2015-04-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,713.27,0,0,713.27,0,159.63
2015-04-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,720.72,0,0,720.72,0,161.37
2015-04-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,727.17,0,0,727.17,0,163.02
2015-04-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,733.45,0,0,733.45,0,164.53
2015-05-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,736.71,0,0,736.71,0,165.75
2015-05-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,739.62,0,0,739.62,0,166.76
2015-05-03,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,744,0,0,744,0,167.95
2015-05-04,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,751.38,0,0,751.38,0,169.79
2015-05-05,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,758.78,0,0,758.78,0,171.59
2015-05-06,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,765.29,0,0,765.29,0,173.09
2015-05-07,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,772.76,0,0,772.76,0,174.92
2015-05-08,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,779.94,0,0,779.94,0,176.42
2015-05-09,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,786.7,0,0,786.7,0,177.84
2015-05-10,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,792.36,0,0,792.36,0,179.29
2015-05-11,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,800.14,0,0,800.14,0,181.14
2015-05-12,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,807.98,0,0,807.98,0,182.92
2015-05-13,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,814.82,0,0,814.82,0,184.54
2015-05-14,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,822.29,0,0,822.29,0,186.22
2015-05-15,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,828.96,0,0,828.96,0,187.71
2015-05-16,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,835.13,0,0,835.13,0,188.99
2015-05-17,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,840.38,0,0,840.38,0,190.15
2015-05-18,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,847.75,0,0,847.75,0,191.68
2015-05-19,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,854.54,0,0,854.54,0,193.07
2015-05-20,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,861.01,0,0,861.01,0,194.59
2015-05-21,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,867.42,0,0,867.42,0,196.02
2015-05-22,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,872.73,0,0,872.73,0,197.04
2015-05-23,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,879.29,0,0,879.29,0,198.64
2015-05-24,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,884.9,0,0,884.9,0,199.94
2015-05-25,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,892.5,0,0,892.5,0,201.38
2015-05-26,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,899.41,0,0,899.41,0,202.66
2015-05-27,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,906.65,0,0,906.65,0,204.08
2015-05-28,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,913.98,0,0,913.98,0,205.62
2015-05-29,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,920.94,0,0,920.94,0,207.12
2015-05-30,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,927.65,0,0,927.65,0,208.5
2015-05-31,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,932.22,0,0,932.22,0,209.74
2015-06-01,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,939.15,0,0,939.15,0,211.14
2015-06-02,武汉天琪激光设备制造有限公司,1000,0002845331,60,6.2,在线,946.04,0,0,946.04,0,212.73
