数据日期,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,综合倍率
2015/9/16,有功功率,6.714,6.45,6.954,8.43,28.668,5.688,20.7,20.574,18.222,22.392,26.082,21.864,10.992,12.66,33.342,40.332,27.48,10.506,12.036,10.488,7.932,10.992,33.744,18.384,1000,60
2015/9/16,无功功率,-1.974,-1.482,-1.356,-1.584,13.278,-2.016,-2.04,-1.614,-1.416,-0.186,6.24,7.488,-0.594,-0.852,14.358,5.784,-0.072,-0.516,7.482,2.622,-2.016,-2.226,16.836,-2.076,1000,60
2015/9/17,有功功率,18.756,5.256,5.256,5.178,28.302,5.28,21.312,11.664,12.768,30.546,33.384,12.636,,9.492,34.236,32.886,12.33,10.482,11.472,14.256,12.192,11.238,33.852,30.882,1000,60
2015/9/18,有功功率,6.768,6.27,6.558,5.946,29.016,6.168,20.412,10.8,10.542,24.96,25.872,12.522,12.036,33.93,10.62,38.838,18.024,16.248,11.82,12.216,22.698,32.88,23.238,7.704,1000,60
2015/9/18,无功功率,-1.908,-2.088,-2.358,-2.13,13.446,-1.47,-1.584,-2.292,-1.752,14.706,16.896,11.274,4.302,19.446,4.98,12.312,3.06,-0.51,11.628,2.91,2.616,18.774,3.33,-2.214,1000,60
2015/9/19,有功功率,4.926,4.566,4.512,27.546,4.332,4.77,19.188,10.578,6.768,13.41,48.69,23.868,10.038,28.188,11.088,25.14,13.668,19.38,12.63,7.38,33.576,9.072,10.35,5.634,1000,60
2015/9/19,无功功率,-2.256,-2.37,-1.992,12.894,-2.028,-1.506,-1.806,-1.656,-1.698,11.04,29.34,11.388,5.304,5.226,5.754,15.84,10.512,-0.432,9.876,3.126,17.31,3.132,-2.19,-2.298,1000,60
2015/9/21,有功功率,5.592,5.142,27.612,4.95,4.656,4.734,19.548,11.796,21.324,22.812,48.036,14.04,11.46,9.45,9.012,28.782,19.386,12.288,11.628,15.006,11.802,34.98,9.654,6.474,1000,60
2015/9/21,无功功率,-1.56,-1.29,12.924,-1.32,-1.854,-1.722,-1.722,-1.554,-1.14,4.98,24.258,11.148,0.048,-1.11,-1.44,11.316,11.532,1.122,11.472,4.56,5.124,17.922,-2.346,-2.082,1000,60
2015/9/22,有功功率,5.292,27.936,6.51,4.65,4.626,6.798,12.57,8.496,35.328,37.08,33.678,17.274,14.976,12.894,24.732,27.924,14.226,12.084,13.758,45.246,9.822,9.936,8.016,6.57,1000,60
2015/9/22,无功功率,-2.106,12.642,-1.98,-2.1,-2.076,-1.698,-1.944,-1.86,12.096,13.134,11.742,10.704,1.692,-0.954,5.502,6.564,6.684,-0.978,10.986,18.042,3.18,-2.298,-2.166,-2.31,1000,60
2015/9/23,有功功率,28.896,5.76,5.67,5.826,5.526,18.552,37.59,5.19,15.27,37.188,26.232,11.79,9.984,10.956,9.222,26.25,37.692,14.718,9.564,10.962,11.736,23.982,33.576,8.448,1000,60
2015/9/23,无功功率,13.68,-1.656,-1.668,-1.188,-1.692,-1.326,13.932,-2.016,-1.968,12.828,6.186,4.248,-0.15,-1.038,-0.948,12.822,25.848,11.028,-0.522,2.958,2.97,2.952,2.916,2.67,1000,60
2015/9/24,有功功率,30.84,8.004,7.968,7.212,15.864,29.976,20.064,11.868,7.716,36.138,24.756,12.45,9.51,9.054,9.162,48.678,20.424,19.23,11.868,9.648,10.362,11.592,33.084,7.356,1000,60
2015/9/25,有功功率,19.656,5.67,4.77,27.552,4.83,4.896,20.994,6.864,9.438,32.85,26.592,39.072,12.384,9.558,12.582,19.542,8.892,10.11,7.458,30.486,29.814,7.41,6.438,18.534,1000,60
2015/9/25,无功功率,3.684,-1.59,-1.482,13.254,-1.17,-1.434,-1.692,-2.106,-1.908,4.38,11.016,21.798,-0.708,-1.26,11.658,4.632,5.1,-1.908,4.272,-1.482,13.734,-1.722,-2.322,-1.722,1000,60
2015/9/26,有功功率,5.322,27.834,4.176,4.752,18.426,5.046,7.116,6.012,5.43,35.682,11.166,4.68,6.354,7.776,3.786,4.128,13.038,5.328,13.014,27.93,5.136,7.446,5.01,5.028,1000,60
2015/9/26,无功功率,-2.118,12.762,-1.812,-2.028,-1.944,-1.758,-1.602,-1.62,-1.962,12.906,-1.704,-1.38,-1.674,-1.578,-2.106,-1.674,-1.758,-1.488,-1.632,12.942,-1.818,-1.632,-1.92,-1.674,1000,60
2015/9/27,有功功率,4.344,4.008,4.26,4.122,4.188,27.384,4.122,4.104,5.97,7.038,5.73,4.5,3.66,5.466,3.954,5.25,30.066,4.698,4.998,6.906,6.63,6.9,6.732,7.02,1000,60
2015/9/27,无功功率,-2.034,-2.076,-1.824,-1.788,-1.626,13.296,-1.626,-1.494,-1.908,-1.554,-1.854,-1.194,-1.782,-1.62,-1.53,-1.8,13.242,-1.812,-1.422,-2.136,-2.376,-2.364,-2.79,-2.346,1000,60
2015/9/28,有功功率,7.728,29.34,5.754,18.942,7.164,5.184,19.08,12.876,30.918,14.754,28.398,17.148,11.466,12.084,13.782,30.414,15.516,16.674,12.6,13.968,34.272,13.14,9.09,23.772,1000,60
2015/9/28,无功功率,-2.13,12.972,-1.704,-2.04,-1.656,-1.794,-1.692,-1.506,12.678,4.164,9.582,16.53,4.626,3.984,4.77,10.188,11.208,5.754,9.702,3.822,18.666,3.948,-2.49,-1.026,1000,60
2015/9/30,有功功率,31.764,7.308,19.248,5.964,5.91,5.694,35.532,20.562,21.522,29.862,20.094,10.962,10.152,11.22,31.992,34.194,22.914,7.938,5.268,6.066,9.372,5.898,30.84,5.058,1000,60
2015/9/30,无功功率,12.894,-1.362,-1.818,-1.692,-1.728,-2.022,12.822,-1.62,-1.428,-1.266,-1.752,-2.052,-1.512,-1.722,12.762,-1.158,-1.56,-1.494,-1.734,-1.794,-1.746,-1.638,13.02,-1.89,1000,60
2015/10/1,有功功率,8.442,4.236,3.912,4.65,5.484,3.798,4.872,6.39,,17.964,4.842,11.28,,30.714,14.004,6.048,5.16,19.458,7.608,4.002,6.864,5.766,29.526,6.444,1000,60
2015/10/1,无功功率,-1.794,-1.338,-1.878,-1.422,-1.11,-1.794,-1.686,-1.152,,-1.242,-1.398,-1.134,,13.872,-1.11,-0.972,-1.512,-1.59,-1.278,-1.752,-1.386,-1.794,13.8,-1.044,1000,60
2015/10/3,有功功率,26.658,5.982,3.81,6.714,14.178,5.088,4.872,3.258,26.676,5.07,5.388,5.526,4.836,3.828,6.144,5.718,4.542,5.568,30.696,5.592,5.31,4.218,18.87,4.044,1000,60
2015/10/3,无功功率,13.506,-1.47,-1.224,-1.596,-1.536,-1.446,-1.758,-1.8,13.512,-1.254,-1.356,-1.224,-1.5,-2.088,-1.596,-2.046,-1.728,-1.23,14.022,-1.56,-2.046,-1.704,-1.788,-1.536,1000,60
2015/10/4,有功功率,3.612,3.816,3.75,28.728,3.672,3.432,5.226,3.618,7.206,4.782,3.846,27.036,14.106,3.642,5.226,3.702,5.598,3.294,3.57,5.568,23.928,4.26,,3.774,1000,60
2015/10/4,无功功率,-1.746,-1.452,-1.602,13.878,-1.71,-1.926,-1.194,-1.374,-0.996,-1.512,-1.554,13.47,-1.62,-1.428,-1.536,-1.506,-1.488,-2.016,-1.554,-1.542,12.96,-1.392,,-2.286,1000,60
2015/10/5,有功功率,3.534,3.834,4.71,5.436,26.508,5.436,3.36,3.768,16.68,7.326,3.612,5.334,4.608,28.752,3.528,3.438,5.172,6.438,5.424,3.978,5.37,3.894,27.126,3.894,1000,60
2015/10/6,有功功率,5.628,5.004,3.408,3.384,3.162,14.106,28.416,5.208,6.726,5.046,5.214,3.66,8.226,3.96,27.312,3.96,6.048,4.206,6.672,4.404,4.608,5.79,28.38,3.816,1000,60
2015/10/6,无功功率,-1.344,-1.542,-1.89,-1.884,-2.1,-1.758,13.422,-1.578,-1.602,-1.518,-1.734,-1.758,-1.188,-1.416,13.488,-1.404,-1.608,-1.458,-1.728,-2.346,-1.662,-1.662,13.158,-1.86,1000,60
2015/10/7,有功功率,17.1,5.184,,3.606,3.714,3.432,3.414,29.718,8.418,5.28,5.244,7.452,6.462,6.384,7.098,4.698,30.204,27.27,9.354,8.76,7.146,7.926,5.79,27.84,1000,60
2015/10/8,有功功率,4.776,5.898,5.472,16.002,28.326,5.298,24.276,9.21,7.38,27.63,33.324,40.242,19.116,15.288,12.378,28.386,28.47,19.494,11.892,41.892,10.584,11.202,31.674,29.832,1000,60
2015/10/8,无功功率,-1.74,-1.44,-1.554,-1.446,13.38,-1.506,-2.298,-2.31,-1.068,3.876,3.57,23.964,-1.074,10.164,5.01,5.238,10.026,-1.158,-1.29,12.288,-2.472,-2.244,12.726,13.59,1000,60
2015/10/9,有功功率,4.86,5.544,5.574,5.37,5.034,28.944,22.656,7.68,7.578,36.456,24.48,21.36,56.472,16.158,13.206,25.872,13.29,7.644,11.976,9.996,36.834,15.144,10.56,33.978,1000,60
2015/10/10,有功功率,30.57,5.568,5.496,8.382,6.804,6.57,38.034,17.538,33.078,31.224,41.652,11.94,14.544,14.016,36.318,22.584,17.256,6.48,10.116,11.904,9.828,48.27,10.098,9.78,1000,60
2015/10/10,无功功率,13.806,-1.434,-1.278,-1.236,-1.524,-1.428,13.47,-1.932,-1.164,5.76,11.538,7.152,-0.996,10.614,20.196,5.892,4.392,-1.578,3.486,9.492,8.94,23.784,2.982,9.888,1000,60
2015/10/11,有功功率,5.214,4.602,28.47,4.146,4.044,3.942,6.474,16.83,13.854,27.744,13.548,14.424,7.878,5.028,,25.476,12.162,27.864,9.168,,,,,,1000,60
2015/10/11,无功功率,-1.464,-1.494,13.29,-1.614,-1.716,-1.812,-1.704,-1.764,-1.83,12.84,-1.47,-1.2,-1.518,-2.004,,-1.446,-2.244,12.96,-2.136,,,,,,1000,60
2015/10/12,有功功率,29.124,5.766,3.744,3.39,5.454,3.942,38.142,16.386,6.93,22.02,24.666,12.948,9.714,38.28,12.528,28.404,12.528,8.376,8.514,9.054,22.758,36.852,10.56,9.312,1000,60
2015/10/12,无功功率,13.644,-1.464,-2.094,-2.388,-1.764,-1.812,12.918,-1.92,-1.62,-1.074,4.512,10.524,-0.048,25.446,11.064,7.212,10.458,1.206,9.39,-2.238,3.306,19.974,3.24,5.61,1000,60
2015/10/13,有功功率,8.148,7.764,26.778,28.974,3.99,4.08,4.458,9.06,10.254,46.692,25.224,45.846,10.218,9.582,15.426,19.536,12.528,30.726,8.25,11.394,25.758,12.36,32.814,45.318,1000,60
2015/10/13,无功功率,3.942,-1.554,13.92,13.752,-1.746,-1.488,-1.656,-1.428,-1.494,20.754,4.488,6.15,-0.762,-1.626,4.452,10.542,10.188,12.594,2.64,8.682,2.778,2.808,17.802,17.994,1000,60
2015/10/14,有功功率,4.518,3.948,14.484,4.092,29.394,3.84,15.048,6.216,23.1,34.278,33.246,35.94,10.224,14.664,13.272,33.804,24.81,7.212,8.154,35.316,26.724,26.106,8.424,27.96,1000,60
2015/10/14,无功功率,-1.83,-2.004,-1.932,-1.488,13.482,-2.106,-1.884,-1.92,-1.914,4.518,0.264,18.246,-0.306,12.51,11.166,11.676,10.266,-2.154,3.444,12.162,8.604,8.358,2.706,12.21,1000,60
2015/10/15,有功功率,27.75,4.248,5.472,4.23,4.212,18.834,27.168,27.936,,,,14.364,11.454,24.738,,50.52,12.708,7.572,15.738,11.724,12.408,12.546,34.878,,1000,60
2015/10/16,有功功率,15.084,5.514,4.95,27.99,5.04,4.716,14.55,9.984,11.046,34.446,47.166,25.008,19.044,13.41,16.926,25.524,20.1,8.19,10.758,34.488,31.14,27.66,9.918,8.034,1000,60
2015/10/16,无功功率,-1.518,-1.554,-1.722,13.356,-1.452,-1.83,-2.142,-2.184,-1.938,5.43,19.5,11.898,0.726,6.294,5.766,5.946,4.554,0.126,11.448,23.772,12.318,-2.058,3.276,2.898,1000,60
2015/10/17,有功功率,7.884,28.386,6.078,5.58,4.992,5.154,5.4,5.124,4.254,14.124,15.258,8.928,9.558,7.344,32.7,26.52,7.896,4.53,6.132,21.33,6.45,6.102,31.164,5.424,1000,60
2015/10/17,无功功率,-1.536,13.224,-1.644,-1.002,-1.71,-1.62,-2.286,-1.998,-1.518,5.406,7.44,7.758,0.726,4.266,18.186,5.19,5.298,-1.752,-2.082,-2.526,-2.142,-2.886,12.732,-1.968,1000,60
2015/10/18,有功功率,8.19,4.824,4.458,4.692,4.446,36.45,4.32,20.574,4.062,13.26,22.176,18.312,8.688,28.524,4.944,20.796,22.728,5.466,6.138,6.12,11.808,8.034,40.356,6,1000,60
2015/10/19,有功功率,4.884,4.506,4.602,4.224,27.912,4.836,20.976,4.482,29.766,27.966,33.762,38.736,10.422,12.618,13.374,25.518,18.06,7.662,18.816,11.844,43.572,13.434,9.558,8.916,1000,60
2015/10/19,无功功率,-2.268,-2.244,,,13.092,-2.16,-1.68,-1.926,-1.836,5.976,6.306,27.204,-0.204,6.426,12.996,6.612,5.046,0.318,3.174,4.902,20.004,2.742,8.748,3.096,1000,60
2015/10/20,有功功率,27.834,5.082,6.27,4.458,15.36,4.374,14.112,5.928,,32.658,33.456,15.366,12.816,11.592,13.422,24.468,14.628,32.544,13.434,13.194,32.64,,31.968,9.318,1000,60
2015/10/20,无功功率,12.768,-1.986,-1.566,-1.578,-1.734,-1.524,-2.184,-2.196,12.606,10.05,5.04,12.168,-0.498,10.872,7.8,6.162,5.328,15.288,6.324,3.174,2.868,2.88,17.556,5.19,1000,60
2015/10/22,有功功率,5.328,15.222,30.006,5.04,5.748,5.304,13.494,6.288,8.088,55.146,28.308,,17.244,11.748,13.404,,14.358,8.19,33.06,23.076,14.088,10.71,11.328,32.016,1000,60
2015/10/22,无功功率,-2.298,6.276,12.732,-1.728,-2.016,-1.47,-2.13,-1.884,-1.884,14.598,13.566,11.55,-0.174,7.674,11.244,10.308,11.316,-0.666,18.504,4.284,9.954,-3.264,9.984,17.622,1000,60
2015/10/23,有功功率,7.194,4.716,4.722,4.68,4.56,4.176,31.026,22.464,9.312,44.064,26.022,23.076,10.818,14.244,47.856,24.006,13.32,19.308,10.254,11.55,11.634,36.792,33.99,9.498,1000,60
2015/10/23,无功功率,-2.232,-1.974,-1.83,-1.65,-1.722,-2.01,12.54,-2.07,-1.746,-0.15,7.272,13.458,0.96,14.46,24.384,6.324,7.542,-0.234,5.268,5.508,10.266,20.58,19.23,4.554,1000,60
2015/10/24,有功功率,11.268,7.95,6.666,29.298,5.736,16.29,22.344,7.494,16.392,49.386,37.464,11.988,11.898,10.674,11.682,23.568,40.926,7.5,30.816,10.338,9.492,10.872,9.81,28.092,1000,60
2015/10/24,无功功率,4.764,-0.522,-0.744,14.874,-0.768,-0.954,-0.738,-0.342,-1.578,13.632,7.476,5.676,0.786,6.978,7.074,5.616,7.98,-0.186,13.8,-1.422,-2.778,-2.532,-2.184,12.564,1000,60
2015/10/26,有功功率,19.62,4.47,27.144,4.344,4.02,4.458,33.21,5.688,9.582,61.986,25.614,15.528,23.922,15.888,14.892,22.218,15.132,36.264,12.096,15.312,16.968,34.032,33.348,7.614,1000,60
2015/10/27,有功功率,7.614,5.754,6.498,37.854,5.49,4.824,19.206,7.92,6.192,52.104,26.298,12.69,19.146,9.378,13.248,25.764,38.358,6.648,9.324,12.948,10.374,30.924,41.538,5.898,1000,60
2015/10/27,无功功率,-1.908,-1.692,-2.112,13.344,-2.088,-1.788,-1.302,-2.244,-1.41,26.472,12.51,7.59,-1.356,0.804,7.284,13.164,26.784,-2.004,-2.766,-2.94,-2.706,12.174,11.964,-2.148,1000,60
2015/10/28,有功功率,26.556,6.186,14.904,29.574,13.8,16.836,14.346,15.588,6.888,27.204,57.132,13.14,11.904,14.208,15.324,36.258,12.594,32.184,12.354,12.99,22.416,45.348,32.868,6.024,1000,60
2015/10/28,无功功率,-1.836,-1.836,-2.148,13.428,-2.046,-1.818,-2.478,-2.454,-1.56,2.334,18.804,2.124,-1.812,0.216,14.358,13.122,4.56,13.578,3.33,2.946,2.412,12.732,12.618,-2.136,1000,60
2015/10/30,有功功率,29.286,6.402,6.204,5.718,14.796,6.162,39.894,10.35,11.778,28.308,39.84,17.136,35.34,12.474,17.28,18.744,20.358,8.796,28.698,8.052,11.766,9.492,30.222,29.22,1000,60
2015/10/30,无功功率,13.338,-1.308,-1.638,-1.746,-1.776,-1.5,13.452,-2.484,-1.872,8.724,13.71,20.01,15.546,8.988,13.44,5.55,10.752,-2.676,13.074,-2.382,-2.592,-2.658,13.116,13.458,1000,60
2015/10/31,有功功率,6.516,5.472,6.72,7.776,27.888,5.25,15.012,8.376,5.046,9.174,36.696,6.366,9.642,7.524,5.154,36.924,13.08,5.142,8.724,6.792,29.628,30.816,7.434,6.204,1000,60
2015/10/31,无功功率,-1.932,-1.944,-1.95,-2.01,13.23,-1.83,-1.974,-1.902,-2.01,-2.118,13.002,-1.602,-2.01,-1.794,-1.902,12.936,-2.016,-2.286,-2.166,-1.866,12.6,12.444,-2.574,-2.646,1000,60
2015/11/2,有功功率,26.916,27.99,4.056,4.128,4.272,4.71,4.548,36.822,6.264,36.084,27.696,18.654,33.75,11.604,15.408,19.884,23.304,7.62,7.374,37.71,16.524,11.016,31.362,29.442,1000,60
2015/11/2,无功功率,12.996,13.182,-2.298,-1.932,-1.824,-2.088,-2.208,12.846,-2.16,5.514,13.236,6.072,15.924,8.106,14.172,6.558,13.392,-2.25,-2.868,12.438,-3.168,-2.244,12.804,12.828,1000,60
2015/11/3,有功功率,5.382,15.642,5.43,,4.302,15.072,4.992,5.262,33.126,57.558,26.484,31.53,19.374,14.64,16.032,47.442,16.062,8.598,12.894,13.17,34.566,35.742,19.452,5.808,1000,60
2015/11/3,无功功率,-2.286,-1.83,-1.722,,-2.304,-2.352,-2.532,-2.136,-1.218,29.028,6.03,20.712,-1.506,19.812,16.59,20.634,15.222,-0.078,4.032,4.074,18.444,18.54,-2.796,-2.25,1000,60
2015/11/4,有功功率,27.732,4.722,16.944,4.512,4.212,3.9,11.622,27.576,23.106,35.712,33.624,16.044,20.79,37.956,12.636,19.77,12.408,9,22.272,36.558,14.334,18.93,31.188,28.314,1000,60
2015/11/4,无功功率,13.356,-1.8,-1.776,-1.494,-1.686,-2.052,-2.388,12.606,-2.208,15.936,18.204,17.502,-0.09,29.856,10.986,16.878,5.262,0.096,10.116,22.512,14.394,-2.43,12.66,12.33,1000,60
2015/11/5,有功功率,4.83,4.122,4.182,4.134,26.712,3.846,20.4,4.542,14.682,37.416,49.614,12.708,19.476,13.008,12.99,33.858,16.638,31.026,19.05,12.444,10.524,48.222,30.87,5.994,1000,60
2015/11/5,无功功率,-2.532,-2.394,-1.968,-2.004,13.116,-2.376,-2.148,-2.358,-2.064,10.68,16.488,5.25,-1.266,9.546,13.302,11.826,19.17,13.806,-2.382,-2.466,-3.042,11.928,12.24,-2.472,1000,60
2015/11/6,有功功率,15.372,4.476,4.638,27.51,4.296,4.086,5.364,21.42,26.49,58.554,24.186,16.614,28.398,12.636,15.48,18.606,14.184,33.954,9.36,27.27,23.742,34.578,53.772,7.35,1000,60
2015/11/6,无功功率,-2.016,-1.986,-1.644,13.83,-1.674,-1.992,-1.968,-1.878,-1.89,24.114,10.308,18.498,0.936,10.284,10.728,16.554,15.972,14.148,-1.98,-2.724,-2.886,12.6,12.57,-2.124,1000,60
2015/11/8,有功功率,6.444,8.646,7.05,27.744,4.734,4.728,5.142,6.924,28.98,34.332,29.172,21.912,18.594,17.886,38.22,14.73,13.638,17.316,13.152,21.75,33.72,10.41,9.588,7.296,1000,60
2015/11/8,无功功率,-2.28,-2.496,-2.154,12.732,-2.508,-2.388,-2.214,-2.508,12.924,12.768,-2.67,-1.872,-2.052,-2.496,12.858,-2.514,-2.196,-2.352,-2.856,-3.492,11.532,-3.462,-2.556,-2.31,1000,60
2015/11/9,有功功率,28.626,29.148,29.454,5.616,5.55,5.64,28.092,23.262,4.848,29.898,23.376,45.528,14.898,12.42,12.114,28.068,56.424,32.82,14.496,16.272,16.884,41.118,24.654,8.616,1000,60
2015/11/9,无功功率,12.84,12.906,-1.818,-2.274,-2.358,-2.07,12.774,-2.358,-2.136,4.14,3.828,23.082,-1.812,12.15,9.69,11.736,24.708,14.046,7.83,8.622,8.34,21.894,-2.694,-2.124,1000,60
2015/11/10,有功功率,28.782,26.886,4.542,6.06,4.308,4.068,28.608,5.226,18.21,24.198,26.64,43.746,25.98,17.544,12.012,19.986,53.19,21.372,22.47,14.67,40.794,34.032,24.822,7.248,1000,60
2015/11/11,有功功率,17.844,43.08,28.722,5.184,4.92,5.382,5.712,32.058,12.972,27.522,40.89,20.268,68.178,16.986,23.664,27.906,18.126,10.02,35.658,8.556,10.704,48.936,35.478,6.732,1000,60
2015/11/11,无功功率,-2.286,13.002,13.2,-2.238,-2.34,-2.046,-2.088,13.248,-2.448,9.066,9.87,18.786,14.988,5.202,16.29,10.782,10.746,-1.578,11.436,-3.348,-2.796,12.15,11.628,-2.628,1000,60
2015/11/12,有功功率,5.31,28.902,27.924,4.794,4.62,4.752,6.312,7.566,33.978,37.716,31.212,25.26,14.166,39.936,15.684,26.478,20.694,18.48,37.536,16.398,28.26,22.194,41.922,28.86,1000,60
2015/11/12,无功功率,-2.034,13.074,13.008,-1.692,-1.722,-1.416,-2.496,-2.1,12.396,5.976,10.386,9.348,-1.434,23.754,14.826,15.978,15.492,-0.54,22.614,9.024,9.06,-2.91,12.246,12.534,1000,60
2015/11/13,有功功率,10.632,4.47,26.928,14.994,4.236,7.404,18.666,9.96,37.686,21.24,26.544,23.46,12.882,40.248,13.038,27.204,15.396,24.87,46.614,32.562,20.07,6.816,43.914,32.082,1000,60
2015/11/13,无功功率,-1.83,-1.98,12.96,-1.752,-1.866,-1.92,-1.962,-2.322,12.582,9.276,9.45,8.958,-2.202,18.798,9.468,8.652,14.4,-2.268,12.378,12.702,-2.55,-2.85,12.204,12.174,1000,60
2015/11/14,有功功率,5.724,7.272,17.346,6.822,29.484,5.196,5.1,5.58,7.818,6.348,33.84,5.172,4.77,13.47,8.598,43.122,11.49,5.376,5.826,17.742,10.56,33.258,20.304,26.07,1000,60
2015/11/14,无功功率,-2.4,-1.83,-2.082,-2.202,13.356,-1.932,-2.358,-2.394,-1.944,-2.268,12.222,-2.19,-2.418,-1.938,-2.292,12.57,-2.094,-2.664,-2.46,-2.46,-2.214,12.234,-2.748,-2.25,1000,60
2015/11/15,有功功率,4.632,26.892,27.864,3.84,26.268,4.092,4.332,36.522,7.77,4.644,21.882,13.632,5.646,32.382,5.754,35.952,36.282,5.79,43.632,20.1,10.644,24.834,10.548,42.384,1000,60
2015/11/17,有功功率,14.598,40.404,,4.758,6.708,4.74,4.566,35.76,11.94,25.986,26.778,24.396,43.47,,15.756,36.468,16.62,10.716,53.328,28.758,27.486,30.504,33.75,11.754,1000,60
2015/11/17,无功功率,-1.764,13.71,,-1.98,-1.47,-1.788,-2.052,13.032,-2.052,7.71,15.528,8.508,13.332,,9.192,10.206,8.976,-0.48,21.204,7.152,7.398,11.154,11.58,-2.484,1000,60
2015/11/18,有功功率,6.57,6.9,26.91,4.11,4.32,4.062,12.174,7.584,43.932,28.176,27.894,20.586,10.992,44.436,20.274,37.458,22.74,18.582,34.536,22.92,36.672,,,,1000,60
2015/11/18,无功功率,-2.286,-2.466,12.882,-2.136,-1.83,-2.364,-2.49,-2.826,12.51,16.158,8.982,10.548,-2.16,29.472,16.83,10.41,14.604,-2.868,18.618,9.816,-3.474,,,,1000,60
2015/11/19,有功功率,5.07,13.818,4.548,27.078,4.404,5.904,20.946,12.732,27.576,60.714,42.402,18.528,28.53,18.966,46.32,43.686,25.548,18.84,24.51,36.744,38.274,12.9,7.332,30.33,1000,60
2015/11/19,无功功率,-2.328,-1.992,-1.962,13.242,-1.782,-2.268,-2.496,-2.178,-2.13,30.192,9.954,12.174,-0.138,15.444,24.066,11.226,15.954,-2.538,7.782,16.41,16.404,-3.564,-3.156,12.696,1000,60
2015/11/20,有功功率,27.366,4.494,4.104,3.864,3.984,3.804,36.834,13.992,8.298,53.37,29.472,37.944,10.926,18.438,16.626,23.262,36.756,7.704,12.768,23.67,43.296,46.806,11.178,19.716,1000,60
2015/11/20,无功功率,12.546,-2.112,-2.346,-2.292,-1.92,-2.268,12.636,-1.98,-1.602,15.804,15.564,19.368,-1.788,3.504,16.896,-1.494,25.086,-2.49,-2.418,-3.264,11.052,11.058,-2.82,-2.328,1000,60
2015/11/21,有功功率,4.926,35.856,27.582,4.116,4.23,3.882,14.946,7.05,30.426,35.964,25.392,32.988,18.918,20.01,39.864,28.854,25.506,8.544,33.468,29.874,10.086,18.3,19.536,42.618,1000,60
2015/11/21,无功功率,-2.358,12.792,13.062,-1.956,-1.806,-2.226,-2.364,-1.992,12.414,13.926,8.226,10.59,-1.41,11.616,24.624,10.11,10.362,-2.436,-2.328,11.448,-2.88,-3.228,-2.658,12.258,1000,60
2015/11/22,有功功率,41.646,4.794,5.796,4.11,4.524,4.272,28.452,5.286,6.732,6.93,18.708,27.162,5.844,4.71,15.072,9.498,6.138,28.17,8.436,13.686,13.596,46.47,30.228,4.98,1000,60
2015/11/22,无功功率,12.45,-2.112,-2.412,-2.406,-1.602,-2.118,12.954,-2.586,-2.484,-2.214,-2.256,13.002,-2.268,-1.608,-2.064,-1.74,-2.502,12.468,-2.964,-3.024,-2.886,12.342,12.888,-2.418,1000,60
2015/11/25,有功功率,41.67,34.086,32.352,30.144,22.164,8.202,8.796,44.76,34.002,48.054,45.012,34.764,42.852,40.464,23.538,55.89,44.1,40.344,38.25,36.24,18.87,55.194,61.584,41.856,1000,60
2015/11/25,无功功率,13.314,13.938,13.926,13.746,-1.83,-2.046,-1.632,12.792,-1.914,4.986,15.162,15.942,14.028,17.118,16.086,9.198,23.412,12.828,9.72,3.564,-2.502,11.874,12.264,11.958,1000,60
2015/11/26,有功功率,31.62,9.24,8.232,7.71,30.276,32.46,10.764,20.052,23.334,60.06,52.212,30.852,50.01,25.746,47.52,37.32,34.134,11.772,16.47,49.788,28.074,37.662,47.646,36.864,1000,60
2015/11/26,无功功率,12.894,-2.172,-1.434,-2.19,13.17,13.188,-2.046,-1.77,-1.764,23.988,20.466,11.874,0.942,11.97,25.992,8.166,18.774,-0.822,-2.1,11.61,-3.282,-2.856,11.61,12.54,1000,60
2015/11/27,有功功率,31.266,32.094,8.418,8.73,8.166,31.29,32.55,18.966,23.292,50.148,74.088,42.618,43.008,38.082,60.612,79.026,37.194,11.034,39.33,45.012,57.846,28.5,12.318,31.212,1000,60
2015/11/27,无功功率,12.816,13.044,-1.5,-1.998,-1.896,13.53,13.164,-2.322,-2.04,10.578,25.986,18.282,0.948,15.21,30.564,29.694,13.014,-2.43,12.006,12.078,11.904,-2.868,-2.682,12.276,1000,60
2015/11/28,有功功率,29.496,7.458,7.536,10.374,29.034,29.196,26.736,8.46,10.332,24.522,36.822,20.604,12.468,10.512,27.792,32.058,24.3,25.254,19.2,34.356,8.064,7.014,14.496,14.598,1000,60
2015/11/28,无功功率,12.096,-2.37,-1.788,-2.184,12.858,12.96,-2.112,-2.13,-2.316,-2.004,12.006,-2.034,-2.304,-1.926,12.402,12.348,-1.596,-1.854,-2.214,12.168,-2.232,-2.292,-2.148,-2.052,1000,60
2015/11/29,有功功率,36.036,8.196,8.1,22.23,8.856,31.122,11.076,8.586,8.52,10.182,36.774,7.596,5.274,5.85,6.456,29.922,12.672,17.436,11.832,15.924,36.306,13.656,10.164,9.984,1000,60
2015/11/29,无功功率,12.996,-1.884,-1.8,-1.62,-1.842,13.302,-1.776,-2.178,-2.112,-2.106,12.504,-1.704,-2.13,-1.878,-1.836,13.014,-1.794,-2.286,-2.466,-2.604,11.61,-2.778,-2.532,-2.412,1000,60
