数据日期,相序类型,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,运行容量,综合倍率
2015/5/29,有功功率,28.2,18.24,14.28,14.76,14.88,60.12,19.08,20.16,36.6,75.48,83.16,74.64,28.8,62.04,102.36,86.64,89.64,36.12,42.12,30,24.72,50.88,14.64,12.24,1000,1200
2015/5/29,无功功率,4.44,3.72,4.44,4.2,3.96,20.28,4.68,4.8,9.48,5.16,39.48,28.92,9.72,32.76,17.64,16.32,38.88,-24.36,28.44,12.12,13.44,15.72,1.68,3.6,1000,1200
2015/5/30,有功功率,10.44,31.8,32.4,31.56,16.92,32.28,26.88,21.72,17.16,57.6,74.04,112.2,52.68,79.32,62.04,90.12,59.28,25.92,43.08,10.68,15.36,17.04,15.12,15.6,1000,1200
2015/5/30,无功功率,2.88,17.28,17.16,3.36,2.76,3.12,3.84,3.96,5.52,12.84,27.84,24.36,-28.68,9.12,-18,7.56,-2.4,-37.92,-27.48,-44.52,-45.36,-45.48,-44.04,-43.8,1000,1200
2015/5/31,有功功率,33,9.72,9.72,9.72,9.84,9.72,17.52,32.64,10.56,20.04,11.88,16.2,8.76,16.68,10.8,18.84,9.24,14.28,35.64,10.8,17.04,18.48,16.32,12.96,1000,1200
2015/5/31,无功功率,-29.88,-45.12,-45.12,-45.24,-44.76,-45.24,-44.88,-29.76,-44.4,-42.36,-44.04,-42.84,-43.56,-37.8,-43.56,-42.72,-43.92,-43.2,-29.52,-45,-44.64,-45.48,-44.04,-44.88,1000,1200
2015/6/1,有功功率,10.2,32.88,9.24,9.6,18.12,16.92,23.64,13.56,46.8,59.28,89.76,65.4,39.48,63.36,62.52,54.12,126.24,39.48,56.28,40.56,68.64,47.28,34.44,26.88,1000,1200
2015/6/1,无功功率,-44.52,-29.52,-45.48,-45.72,-44.4,-45.84,-44.4,-44.04,-25.68,3.24,49.68,33.12,18.48,29.28,9,21.24,45.48,-53.76,-23.28,-41.52,-33.6,-42.6,-49.68,-50.28,1000,1200
2015/6/2,有功功率,19.32,24,23.16,25.8,20.28,21.24,19.8,43.32,36,96.6,78.12,68.16,51,67.68,69.24,78.72,76.32,37.56,53.88,32.28,30.36,29.28,25.44,44.76,1000,1200
2015/6/2,无功功率,-62.04,-61.44,-61.8,-61.32,-62.76,-62.28,10.56,25.08,11.04,31.08,16.2,45.12,-28.56,-7.32,18.72,10.68,8.76,-49.92,-35.28,22.44,26.76,16.68,17.16,30,1000,1200
2015/6/3,有功功率,14.28,22.8,12.6,12.12,12.12,24,52.32,19.44,17.28,90.84,85.2,90.72,48.72,97.8,66.48,120.96,100.44,42.96,53.04,52.56,42.84,25.68,53.64,19.56,1000,1200
2015/6/3,无功功率,3.96,4.2,4.44,4.2,4.56,5.04,21,5.4,7.68,36.96,16.68,18.6,-22.68,84.84,52.08,77.4,62.28,11.88,29.04,29.16,19.44,16.08,32.4,17.16,1000,1200
2015/6/4,有功功率,14.04,13.92,13.8,45.12,25.56,35.16,38.28,28.08,22.92,80.04,81.24,84.84,35.28,73.92,74.28,82.56,64.32,32.76,62.88,37.8,57.48,36.36,32.16,26.88,1000,1200
2015/6/4,无功功率,6.12,6.6,6.12,21.48,6.48,6.96,7.32,7.2,8.52,16.56,29.28,16.8,-53.88,6.36,-10.8,-18.6,-25.8,-74.88,-54,-70.44,-62.64,-79.2,-77.4,-77.04,1000,1200
2015/6/5,有功功率,42.84,10.44,10.32,12.36,10.68,19.56,44.64,23.4,20.64,104.76,69.48,72.36,45.48,72.72,110.76,104.64,60,17.52,17.16,12.6,13.68,37.92,14.52,12,1000,1200
2015/6/5,无功功率,-78.84,-94.44,-94.2,-94.32,-94.56,3.12,18.72,8.04,6,14.4,21.84,16.56,-25.32,14.64,3.12,14.4,5.04,-43.2,-43.92,-45.12,-45.12,17.28,3.6,2.4,1000,1200
2015/6/6,有功功率,12,9.24,11.76,32.4,9.48,30.36,12.72,12.96,29.76,22.2,43.56,29.88,15.72,12.12,15,16.08,10.56,13.08,8.04,10.08,26.76,13.32,34.08,9.72,1000,1200
2015/6/6,无功功率,3.24,2.64,3.6,18,2.28,3,3.48,2.76,3.36,8.88,12.12,11.04,3.72,3.72,5.4,2.52,2.4,2.52,2.76,2.64,2.4,1.92,17.76,1.8,1000,1200
2015/6/7,有功功率,11.76,9,9.12,8.64,9,19.44,43.68,9.24,27.36,11.52,20.04,11.76,8.88,10.44,44.52,21.96,11.76,19.2,24.84,27.12,13.56,26.4,11.16,10.32,1000,1200
2015/6/7,无功功率,3.12,2.16,2.64,2.16,2.16,3,17.88,2.52,15.36,3,3.12,3.6,2.76,3.84,18.72,2.28,1.92,3.84,8.64,2.88,1.32,10.68,2.64,1.56,1000,1200
2015/6/8,有功功率,,,,,,16.68,26.76,12.48,14.4,65.76,84.36,109.68,32.16,58.08,72.48,107.28,61.8,32.88,,23.76,56.04,18.96,14.04,15,1000,1200
2015/6/8,无功功率,2.16,2.04,1.68,2.16,17.4,2.16,3.48,3.24,2.64,15.36,26.16,48.6,15.36,93.96,97.32,111.84,75.24,13.2,14.04,6.24,18.72,5.04,3.72,5.16,1000,1200
2015/6/9,有功功率,34.32,11.52,12.24,34.44,14.4,33.72,24.36,42.96,16.32,68.76,77.4,91.08,51,64.92,106.32,116.16,140.04,19.08,29.04,22.68,48.36,39.48,41.04,37.56,1000,1200
2015/6/9,无功功率,18.72,4.32,4.32,4.08,4.08,4.2,4.32,20.04,7.92,20.64,5.4,17.16,-21.72,41.52,23.52,24.6,26.52,-42.12,-36.96,9.96,2.64,2.4,17.64,18.12,1000,1200
2015/6/10,有功功率,13.2,11.04,10.32,10.32,33.6,13.08,14.28,11.76,28.56,92.52,74.88,101.52,61.32,83.16,118.68,109.8,103.8,35.64,32.64,41.52,43.32,44.88,41.64,17.28,1000,1200
2015/6/10,无功功率,3.24,2.52,2.4,2.4,17.76,3.6,3,3.48,3.6,48.96,28.8,33.24,23.04,39.6,29.88,41.64,26.28,15,22.44,19.56,35.64,4.32,16.92,3.96,1000,1200
2015/6/11,有功功率,12.36,12.24,13.2,35.28,12.96,19.8,31.2,16.08,21.48,122.76,72.6,72.12,41.04,92.16,55.92,94.44,,,,,25.08,18.24,30,15.36,1000,1200
2015/6/11,无功功率,3,3.36,3.24,18,4.32,3.72,4.8,4.68,7.2,49.08,18.96,29.64,-31.56,98.76,29.76,49.32,50.16,13.56,41.52,24,7.8,2.76,2.52,2.52,1000,1200
2015/6/12,有功功率,12.48,11.76,23.64,21.6,11.52,21.12,23.52,14.16,21.36,110.52,89.4,89.04,43.08,97.68,77.88,84.36,78.6,25.92,43.08,30.48,31.2,18.96,17.52,12.6,1000,1200
2015/6/12,无功功率,3.48,3.36,2.76,3,3.48,3.6,4.44,4.08,7.44,21.48,14.4,15.84,-52.56,90.96,51.96,45.84,53.28,17.76,47.28,21.84,13.8,2.4,2.52,2.52,1000,1200
2015/6/13,有功功率,21,12.6,10.56,19.92,20.88,32.16,19.44,29.28,36.24,90.84,85.08,116.04,81.12,101.88,96.12,118.68,106.8,19.08,17.64,16.08,15.84,36.96,11.88,11.64,1000,1200
2015/6/13,无功功率,3.48,3.72,3.24,4.08,3.48,18.12,3.72,4.44,6,30.6,21.84,46.44,10.92,30.96,-5.64,15,-11.88,-42.84,-45.6,-44.76,-44.88,17.4,1.44,1.32,1000,1200
2015/6/14,有功功率,12.36,10.2,10.56,18.96,10.44,34.08,27.36,8.88,9.72,14.04,23.28,16.8,16.68,21,20.16,25.44,46.44,16.56,20.88,26.52,21.72,29.88,19.32,15.24,1000,1200
2015/6/14,无功功率,1.92,2.04,2.28,2.28,2.28,17.52,2.04,2.16,2.4,2.64,2.28,7.08,6.72,7.32,6.72,6.72,22.08,5.64,5.76,5.16,4.44,4.92,5.4,5.16,1000,1200
2015/6/15,有功功率,36.96,13.8,22.56,13.8,21,23.04,28.08,14.88,14.16,96.24,110.76,81.24,62.76,109.44,91.44,115.08,98.04,43.32,37.44,39.96,81.12,23.16,22.44,14.16,1000,1200
2015/6/15,无功功率,20.4,5.88,5.88,5.52,5.64,5.4,6,5.88,3.36,18.6,36.72,8.52,-39.84,32.16,16.08,8.76,34.56,19.32,23.88,13.44,27.12,4.68,3,2.64,1000,1200
2015/6/16,有功功率,25.8,35.04,12.96,12.12,,20.4,20.88,20.28,62.64,78.96,68.04,82.92,79.08,101.88,115.2,94.68,128.16,56.64,51.84,62.52,88.92,41.4,41.16,38.64,1000,1200
2015/6/16,无功功率,2.88,17.4,3.24,3.6,,3.36,3.12,4.8,27.96,47.64,28.68,19.2,-8.4,20.52,24.96,5.16,39.84,-24.96,19.68,14.88,29.04,6.72,9.72,10.44,1000,1200
2015/6/17,有功功率,43.32,55.56,36.84,37.92,32.76,35.04,36.24,45.48,39.6,108.48,109.68,93.24,47.04,72.72,93.96,100.08,88.2,42.12,43.08,57.72,68.04,35.76,23.28,16.2,1000,1200
2015/6/17,无功功率,11.04,22.8,,20.4,16.44,20.28,15.72,20.88,17.28,57.12,3.96,-13.68,25.56,100.2,119.16,119.76,91.08,24.24,40.32,44.04,24.36,5.64,2.64,1.8,1000,1200
2015/6/18,有功功率,37.92,45,14.64,20.28,20.4,30.6,36.84,41.04,31.44,89.76,60.6,52.56,36.12,57.12,77.16,82.92,70.8,51.48,53.64,55.2,55.32,26.64,23.76,43.92,1000,1200
2015/6/18,无功功率,17.88,17.76,2.76,2.88,3,2.64,2.88,18.24,6.24,33.6,18.24,26.64,22.2,23.64,25.44,18.12,10.44,-16.8,-14.04,-26.4,-19.32,-39.84,-39.84,-23.64,1000,1200
2015/6/19,有功功率,40.56,17.88,17.88,18.24,17.76,18.48,19.8,18.48,22.44,72.48,88.8,84.36,40.2,81.84,56.76,64.8,52.92,15.12,12.6,9.84,12.72,21.84,32.76,17.16,1000,1200
2015/6/19,无功功率,-24.84,-39.96,-39.84,-39.6,-40.2,-40.2,-39,-39.96,-35.16,10.2,9,5.04,-27.36,9.84,-0.72,-17.16,-6.6,4.44,3.84,2.76,2.64,1.68,16.56,1.44,1000,1200
2015/6/20,有功功率,8.76,8.16,8.4,8.88,7.92,9.72,7.32,21.36,25.32,7.8,7.92,30.96,21,21.72,7.32,7.44,7.56,9.6,6.96,8.28,8.28,10.68,9.6,7.92,1000,1200
2015/6/20,无功功率,1.92,1.56,1.8,1.68,1.2,1.56,1.56,2.16,11.64,1.92,2.04,16.2,1.92,1.92,2.04,2.16,2.04,2.52,1.68,1.92,1.56,1.08,1.2,1.2,1000,1200
2015/6/21,有功功率,8.4,7.8,30,8.28,7.92,8.04,7.56,7.2,8.28,7.32,20.88,10.32,16.32,29.64,7.2,7.2,9.84,8.76,7.32,21.48,9.12,10.44,8.28,9.72,1000,1200
2015/6/21,无功功率,1.44,1.8,16.44,2.4,1.92,2.28,1.68,1.68,2.04,1.68,2.28,2.76,2.28,17.52,2.16,1.92,2.4,1.68,1.68,2.04,1.44,1.8,1.08,1.32,1000,1200
2015/6/22,有功功率,7.68,32.88,10.2,8.28,18.48,7.8,7.56,7.92,9.96,7.8,7.08,7.68,8.16,29.76,7.8,7.56,7.56,9.72,10.8,10.92,14.88,14.28,22.68,11.88,1000,1200
2015/6/22,无功功率,1.56,16.44,2.64,1.56,1.92,1.56,1.32,1.68,1.68,2.04,1.56,1.92,2.16,16.2,1.44,1.68,1.68,1.68,1.8,1.68,0.6,0,2.04,0.96,1000,1200
2015/6/23,有功功率,31.32,9.12,10.56,9,8.64,9.72,19.08,17.04,35.64,87.84,70.32,115.08,52.92,69.24,99,88.92,74.88,32.88,41.04,35.4,25.8,31.44,20.16,38.52,1000,1200
2015/6/23,无功功率,16.32,1.2,1.2,1.32,0.96,1.2,1.44,1.32,6,43.56,6.24,35.04,19.2,11.4,13.68,23.88,18.96,-16.2,38.52,21.12,3.96,4.44,4.44,17.52,1000,1200
2015/6/24,有功功率,13.68,13.44,13.08,13.32,13.32,15,16.32,22.68,29.52,125.76,99.48,99.36,75.6,96,116.64,99.72,116.28,41.64,33.84,49.92,42,27.12,21.6,43.2,1000,1200
2015/6/24,无功功率,3.12,3.72,3.36,3.72,3.12,4.2,4.92,4.8,6.96,39.36,11.64,12.84,0.36,37.68,21.12,18.24,26.04,13.44,12.12,17.28,11.4,4.8,3.96,20.52,1000,1200
2015/6/25,有功功率,16.8,17.88,15.72,14.52,15.12,16.32,23.28,21,28.8,88.92,114.84,108.84,95.76,129.96,119.16,126.6,122.04,29.4,31.56,25.8,24.96,26.52,26.04,20.64,1000,1200
2015/6/25,无功功率,4.32,5.28,3.72,3.6,3.84,4.08,4.08,5.28,6.96,-3.24,19.8,24.72,-13.08,50.16,27.6,36.84,33.6,7.92,10.92,5.52,3,3.84,7.56,3.72,1000,1200
2015/6/26,有功功率,12.72,33.72,11.64,18.96,20.28,22.56,45.24,21.12,27.48,88.08,66.6,91.8,54,91.08,118.68,114.48,115.68,61.8,44.88,38.52,31.56,39.84,24.6,20.28,1000,1200
2015/6/26,无功功率,2.16,17.88,2.04,2.04,2.4,2.64,2.76,2.76,10.08,30.24,33.6,45.36,-12.12,24.12,12.72,13.44,34.44,-33.96,-8.88,10.92,3.96,4.32,4.08,2.88,1000,1200
2015/6/27,有功功率,18.12,18.24,40.2,18.84,28.32,28.56,21.72,19.92,38.64,99,63.12,80.64,65.52,72.84,74.04,72.72,54.96,38.04,32.16,42.12,20.16,16.68,18.48,17.76,1000,1200
2015/6/27,无功功率,3.24,3.6,18.84,3.72,4.2,4.2,5.64,5.64,10.2,43.2,25.8,33,17.88,34.2,12.36,0.48,17.76,10.2,8.76,10.8,3.84,2.52,2.64,3.84,1000,1200
2015/6/28,有功功率,14.88,14.28,21.24,13.56,12.72,23.4,45,15,22.92,49.32,22.2,18.36,26.28,20.28,30.24,24.72,18,18.12,14.28,14.88,23.4,21.24,41.16,24.24,1000,1200
2015/6/28,无功功率,3.72,3.12,3.12,3.6,3.48,3.12,19.08,5.04,3.6,3.84,9.24,5.88,4.08,4.08,4.2,3.48,7.32,3.12,2.52,3,2.88,2.04,17.64,2.76,1000,1200
2015/6/29,有功功率,15.48,12.24,13.44,20.28,30.72,19.32,24.96,18.84,33.84,102.72,73.8,81.48,66.96,82.08,89.04,121.68,80.76,48.12,41.52,40.68,51.6,33.72,31.08,23.88,1000,1200
2015/6/29,无功功率,3,2.52,2.16,2.28,2.4,1.92,1.92,2.4,7.92,17.76,21.84,22.56,-10.92,14.88,-2.64,7.8,-7.08,22.92,26.28,31.2,19.44,7.08,6.84,3.24,1000,1200
2015/6/30,有功功率,16.56,17.04,16.8,18.72,18.48,16.08,54.24,36.6,42.36,92.28,77.76,99.12,71.64,110.16,87.24,96.48,107.04,30.6,36.84,35.04,49.68,50.28,22.56,24.84,1000,1200
2015/6/30,无功功率,1.92,2.88,2.04,3.36,3.6,2.28,18.12,3.96,6.84,21.48,28.8,27.96,-12.48,46.44,30.72,6,44.52,21.48,26.16,22.56,21.72,21.48,6.12,7.08,1000,1200
2015/7/1,有功功率,21,19.32,18.84,18.84,16.92,27.24,42.36,31.68,31.08,85.8,69.48,111.48,65.52,93,99.24,111.48,87.12,44.4,54.24,43.8,48.72,66.48,30.6,18.36,1000,1200
2015/7/1,无功功率,6.24,6.36,5.88,6.12,5.64,5.64,20.4,6.36,10.44,24.72,9,48.24,7.08,14.4,23.28,11.88,12,8.28,0.96,1.56,-6.84,2.88,-17.28,-21.48,1000,1200
2015/7/2,有功功率,24.6,15.72,25.44,25.8,20.76,39.24,58.56,28.2,33.48,88.68,75.84,83.76,70.44,104.4,104.4,111.72,92.64,42.72,42.72,36,45.84,24.96,44.16,20.76,1000,1200
2015/7/2,无功功率,-16.08,-20.4,-17.04,-18.24,-21.36,-17.04,-3.12,-16.08,-10.8,16.68,9.12,28.44,-19.2,44.16,21.36,24.12,-1.44,22.68,26.16,20.16,15.72,3.84,16.8,3,1000,1200
2015/7/3,有功功率,17.16,17.04,14.4,13.68,13.56,23.28,15,15.12,23.52,98.16,130.56,93.72,59.64,105,103.8,104.28,73.2,25.8,20.52,21.72,22.08,19.32,19.8,14.88,1000,1200
2015/7/3,无功功率,2.28,3.12,1.8,1.92,2.04,2.52,2.64,2.88,6.24,18,33.72,13.44,22.68,85.32,57,59.28,18.84,6.12,5.88,4.68,4.56,4.32,4.92,3,1000,1200
2015/7/4,有功功率,39.36,14.4,14.16,22.2,21.24,21.96,16.08,17.52,13.44,27.6,9.96,17.64,13.44,34.2,11.16,20.64,12.6,9.24,8.88,8.76,11.64,14.52,16.68,15,1000,1200
2015/7/4,无功功率,17.88,3.36,4.2,4.2,3.12,3.36,4.32,3.84,2.64,8.52,2.4,8.16,3.36,17.64,2.88,3,2.76,2.4,2.64,3,2.04,1.92,3,2.52,1000,1200
2015/7/5,有功功率,10.2,9.72,9.72,32.04,11.88,9.96,24.96,8.64,11.64,19.32,17.52,10.56,12.12,9.96,17.88,8.76,18,14.52,43.2,11.28,15.48,14.4,14.4,14.88,1000,1200
2015/7/5,无功功率,1.8,1.92,2.16,16.68,2.04,1.92,2.04,1.68,2.04,2.04,2.4,1.8,2.28,2.16,1.68,2.28,2.04,1.8,17.04,1.8,0.6,0.84,0,0.72,1000,1200
2015/7/6,有功功率,11.16,11.16,10.56,10.56,33,9.96,25.32,16.2,31.2,72.48,87,73.32,58.8,46.44,70.8,95.16,76.68,34.92,36.72,30.72,36.12,22.08,21.84,36.96,1000,1200
2015/7/6,无功功率,1.32,1.92,1.68,1.8,,1.56,1.92,1.44,2.04,34.68,7.44,,-38.76,-7.32,9.84,6.24,13.32,14.16,14.28,14.04,5.4,4.56,5.64,19.2,1000,1200
2015/7/7,有功功率,12.96,12.84,11.52,12.12,11.88,12.12,12.6,13.56,17.52,93.6,93.84,62.4,44.64,73.68,82.44,82.68,90.36,23.4,37.2,40.56,47.88,46.68,37.44,21.36,1000,1200
2015/7/7,无功功率,4.56,4.8,4.32,4.68,4.56,4.8,5.4,5.04,5.28,17.76,35.04,-2.76,-47.88,-28.92,15.36,-7.08,-1.56,-59.64,-27.6,-36.6,-28.68,-28.8,-43.68,-43.2,1000,1200
2015/7/8,有功功率,18.36,18.48,18.36,39.6,39.12,26.76,20.88,30.96,41.52,72.96,76.32,99.96,51.12,63.48,73.08,86.52,89.16,18.12,38.4,36,21.96,25.44,26.4,16.32,1000,1200
2015/7/8,无功功率,-43.92,-42.84,-43.68,-28.44,-28.56,-43.56,-42.24,-42,-32.88,14.16,15.36,13.32,-29.16,24.6,18.96,4.68,-25.2,3.96,9.24,29.76,3.24,3.36,3.36,2.76,1000,1200
2015/7/9,有功功率,31.68,10.56,29.4,29.52,10.68,9.72,25.2,32.76,33.24,89.88,75.84,59.52,72.6,79.8,56.04,70.68,60.48,34.08,24.84,26.76,33.12,22.92,43.92,30.48,1000,1200
2015/7/9,无功功率,16.8,2.16,2.04,2.16,2.4,1.8,2.04,2.04,3.48,24.72,30.6,12.84,-4.32,47.28,0.6,9.36,23.4,24,9.72,10.2,14.4,3.84,19.92,4.56,1000,1200
2015/7/10,有功功率,14.52,16.44,13.44,13.68,14.04,37.2,53.76,20.04,41.04,95.88,121.32,126.72,62.88,101.16,116.16,91.2,89.88,52.2,34.08,60.84,31.92,32.64,32.04,14.64,1000,1200
2015/7/10,无功功率,5.16,5.4,5.76,5.4,5.76,20.4,22.08,6,11.52,37.56,31.32,59.16,-4.44,31.8,6,-8.28,10.8,-30.6,11.64,32.16,5.52,3.84,4.2,3.36,1000,1200
2015/7/11,有功功率,23.04,14.4,34.8,12.48,30.6,17.76,12,22.08,29.04,85.68,81.84,65.04,48.36,83.88,102.12,82.2,60.12,35.28,16.32,16.44,15.6,20.52,17.52,15.6,1000,1200
2015/7/11,无功功率,2.76,2.76,17.16,2.28,3.12,6.24,3.12,9.24,4.44,18.48,30.84,44.28,21.6,32.04,24.36,17.28,28.68,7.08,6.24,3.48,2.88,3.84,3.48,2.64,1000,1200
2015/7/12,有功功率,12.6,11.04,33.24,10.56,11.52,11.4,25.8,12.96,15.72,14.4,15.84,25.2,18.36,15,15.12,22.2,30,41.16,39.36,26.64,18.36,23.28,18.24,17.04,1000,1200
2015/7/12,无功功率,2.64,2.16,16.56,1.92,2.28,2.16,2.64,3.36,3.6,3.6,3.84,3,4.08,3,3.48,2.4,4.2,17.64,17.4,2.88,2.16,2.88,2.16,2.04,1000,1200
2015/7/13,有功功率,18.48,14.88,15,19.92,29.28,32.88,17.64,14.04,15,93,71.52,64.92,50.16,52.8,89.76,100.8,69.36,53.28,66.36,45.6,59.4,50.16,37.56,28.2,1000,1200
2015/7/13,无功功率,3.84,2.28,2.16,2.04,2.28,2.28,2.4,2.16,3.36,12.12,11.52,21.72,-6.48,26.04,31.08,35.4,15.84,10.8,28.08,17.64,20.64,15.6,8.4,8.28,1000,1200
2015/7/14,有功功率,26.16,47.88,34.56,20.76,23.28,31.8,32.76,31.08,41.76,108.96,131.64,103.2,83.4,100.92,101.28,119.16,136.8,59.88,51.6,65.88,69.48,34.56,32.76,26.88,1000,1200
2015/7/14,无功功率,5.52,20.88,7.32,6.12,7.2,6.36,6.72,7.92,11.16,19.44,22.08,40.56,-8.28,24.96,-0.96,28.08,17.76,-52.44,10.92,30.72,25.92,6.36,5.52,5.76,1000,1200
2015/7/15,有功功率,24.48,25.32,25.32,21.96,22.08,30.84,50.76,41.88,44.16,140.88,135.48,102.72,56.16,91.8,85.8,143.16,83.52,41.04,41.16,28.92,35.88,18.72,41.64,15.12,1000,1200
2015/7/15,无功功率,5.28,6.24,6.36,5.16,5.16,5.76,5.88,6.24,7.32,32.88,5.64,19.56,-36.12,5.28,40.2,22.68,17.76,12.96,4.56,3.48,12.24,1.44,15.84,2.4,1000,1200
2015/7/16,有功功率,13.8,12.96,13.92,21.12,36.72,23.4,36.6,23.28,39.36,66.84,94.92,61.68,40.56,69.48,63.24,80.52,57.36,41.64,37.08,38.64,29.76,45.96,21.48,16.56,1000,1200
2015/7/16,无功功率,2.4,1.92,1.68,1.8,2.64,1.92,2.64,3.36,18.48,28.92,50.04,9.72,15.12,30.72,11.16,16.44,0.36,-38.88,-34.32,15.72,7.08,20.64,5.28,4.56,1000,1200
2015/7/17,有功功率,16.68,13.56,15,13.68,12.72,35.4,26.04,20.16,27,50.4,101.16,119.16,48.48,101.76,105.84,94.56,53.52,44.4,29.76,20.28,17.64,14.76,13.44,14.16,1000,1200
2015/7/17,无功功率,4.2,4.08,4.8,4.44,4.68,18.72,4.32,5.16,5.28,19.32,41.28,57,-26.16,31.8,37.08,-1.32,0,-25.92,-35.4,-43.32,-45.48,-45.12,-45,-44.16,1000,1200
2015/7/18,有功功率,13.32,11.64,33.84,13.32,17.04,16.68,20.4,28.92,21.24,26.64,35.52,14.4,16.92,17.28,25.56,48.6,26.4,17.76,12.36,27,12,14.4,13.44,13.32,1000,1200
2015/7/18,无功功率,-44.76,-45,-30.12,-44.64,-45.6,-45.84,3.12,3.84,4.56,4.2,3.6,3.24,4.68,3.12,3.48,17.64,3.12,2.16,2.88,2.64,1.68,1.44,2.4,2.76,1000,1200
2015/7/19,有功功率,10.44,10.08,22.56,32.16,16.56,7.44,17.64,7.92,15.48,8.16,21.6,14.88,23.52,23.04,11.88,18.24,15.48,16.2,11.64,37.32,13.92,16.92,13.32,27.6,1000,1200
2015/7/19,无功功率,2.28,2.4,2.16,16.92,2.04,1.68,2.52,2.04,6.36,1.92,2.04,2.4,3.36,2.16,1.56,1.92,2.4,1.8,2.28,16.32,0.96,1.56,1.2,1.44,1000,1200
2015/7/20,有功功率,13.32,10.92,11.04,26.28,16.56,44.52,22.92,20.4,23.64,58.92,83.76,85.56,60.72,65.64,98.04,97.68,90,48.48,42.12,45.36,47.76,51.6,36,16.56,1000,1200
2015/7/20,无功功率,1.32,1.8,1.44,1.08,2.28,15.48,1.92,3,2.04,29.88,8.52,18.72,-10.2,15.84,27.12,12,14.52,-4.56,16.44,24.84,15.48,19.32,4.2,2.4,1000,1200
2015/7/21,有功功率,13.8,13.44,14.04,13.56,14.88,12.24,16.2,55.8,42.36,89.64,86.88,99.84,81.84,87,84.48,135.96,119.4,42.48,54.84,54.48,43.8,50.88,54.24,49.8,1000,1200
2015/7/21,无功功率,1.44,1.68,2.04,1.56,1.92,1.32,3.36,19.32,3.48,34.8,4.44,29.4,-22.92,-4.08,-25.2,36,21.48,-53.64,42.84,34.8,24.24,12.12,20.52,17.4,1000,1200
2015/7/22,有功功率,20.4,18,17.4,17.28,17.16,14.28,26.52,31.8,43.2,111.36,106.68,129.96,66.84,80.4,88.8,116.52,94.68,31.56,34.08,36.72,35.88,29.88,25.2,46.56,1000,1200
2015/7/22,无功功率,2.4,2.76,2.28,2.64,2.4,2.76,3.36,4.8,4.56,35.76,11.4,2.88,-42.12,-11.16,-7.68,-8.76,17.28,-32.76,15.48,19.44,18,5.52,4.32,21.48,1000,1200
2015/7/23,有功功率,21.72,31.44,20.4,26.76,31.92,22.56,32.52,17.28,18.12,89.04,92.16,82.44,65.4,73.56,59.16,82.2,107.52,35.88,45.24,26.52,23.88,33.12,36.96,37.8,1000,1200
2015/7/23,无功功率,3.72,3.84,3.84,4.44,4.2,4.32,4.68,4.44,5.52,96.96,5.88,30.96,-26.16,20.28,-29.28,2.88,22.68,-55.44,21.96,15.12,9.24,10.56,3.84,17.04,1000,1200
2015/7/24,有功功率,15.72,12.84,26.64,12.12,12.48,11.76,27.72,23.4,21.36,66,114.96,68.64,57.24,77.52,87.6,113.28,99.12,44.88,35.64,37.8,85.2,33.6,24.48,51.36,1000,1200
2015/7/24,无功功率,2.64,1.8,2.76,2.16,3,2.16,2.64,3,3.84,,74.4,30.12,-9.84,23.88,23.64,43.92,46.8,8.76,31.56,43.92,49.8,4.32,3.6,24.84,1000,1200
2015/7/25,有功功率,17.16,21.36,14.76,20.16,26.16,36.96,27.6,28.8,25.08,81,122.4,104.4,56.04,79.92,65.04,101.88,87.96,47.04,14.88,13.68,13.32,19.92,21.24,18.96,1000,1200
2015/7/25,无功功率,3.6,6.72,2.76,6.24,2.64,7.8,4.2,4.8,14.28,55.2,27.6,3.24,-43.68,10.56,6.36,34.2,6.48,5.4,3.72,2.76,1.92,2.4,3.96,2.64,1000,1200
2015/7/26,有功功率,38.16,12.84,14.4,25.56,11.64,10.44,26.28,36.72,12.72,24.84,24.96,25.08,12.36,13.08,33.84,13.32,32.76,20.76,11.28,15,22.68,23.88,22.32,19.92,1000,1200
2015/7/26,无功功率,17.88,2.4,3.12,2.76,2.64,2.04,3.6,3.96,2.52,2.64,2.88,2.88,2.64,2.4,15.84,3.12,2.88,2.52,2.76,3.36,3.96,3.24,2.64,2.16,1000,1200
2015/7/27,有功功率,16.08,16.32,39.84,18.48,13.56,14.52,21.48,34.56,36.6,101.76,100.08,114.12,61.92,70.8,68.88,116.16,80.4,70.56,70.56,39,29.76,76.8,36.12,23.76,1000,1200
2015/7/27,无功功率,2.4,2.16,17.4,2.04,2.4,2.4,2.52,4.2,5.28,22.32,21.96,39.6,-13.08,-2.16,-6.12,44.88,33,1.08,13.92,-12.36,-26.52,-9.36,-22.68,-28.32,1000,1200
2015/7/28,有功功率,21,21.84,25.32,39.96,30.48,24.84,47.04,30.36,25.56,89.52,106.32,129.36,94.32,103.92,130.44,122.76,131.28,96.12,49.92,42.48,52.8,33.84,31.56,30.6,1000,1200
2015/7/28,无功功率,-28.32,-28.32,-25.2,8.52,4.32,4.68,7.92,9.96,6.84,32.52,35.64,31.92,-27.96,6.48,19.2,28.68,27.12,-23.88,0,-30,-27.24,-39.96,-39.12,-39.72,1000,1200
